control_type,hour,wait_time,wait_time_max,wait_time_min,wait_time_median,wait_time_std
ai,0,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,1,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,2,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,3,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,4,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,5,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,6,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,7,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,8,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,9,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,10,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,11,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,12,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,13,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,14,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,15,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,16,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,17,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,18,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,19,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,20,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,21,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,22,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
ai,23,11.012500000000088,11.150000000000087,inf,11.100000000000087,0.1849831073368589
traditional,0,0.0,0.0,inf,0.0,0.0
traditional,1,1.7437499999999937,2.199999999999992,1.2999999999999954,1.6499999999999941,0.3663479507300289
traditional,2,6.759375000000013,12.300000000000031,1.2999999999999954,6.800000000000013,5.029494103336781
traditional,3,20.402083333333454,27.300000000000157,11.400000000000034,22.650000000000176,6.356298384048398
traditional,4,28.71718750000026,37.400000000000375,21.850000000000176,26.75000000000016,5.483170323014562
traditional,5,39.721089743590184,52.40000000000052,25.100000000000342,38.4750000000004,9.734726746654786
traditional,6,39.721089743590184,52.40000000000052,25.100000000000342,38.4750000000004,9.734726746654786
traditional,7,33.689465725806855,52.40000000000052,1.6000000000001435,45.90000000000052,20.18931386601257
traditional,8,8.42515873015882,17.500000000000114,1.6000000000001435,7.500000000000057,6.245051770874738
traditional,9,10.780000000000069,17.500000000000114,1.8999999999999932,12.550000000000082,5.302181585774351
traditional,10,28.001063829787427,42.60000000000029,12.000000000000043,27.35000000000017,10.385970795319622
traditional,11,31.561818181818445,42.60000000000029,15.300000000000129,32.600000000000236,7.865276021103721
traditional,12,45.844323835369096,67.70000000000064,15.300000000000129,48.10000000000054,15.12699639406138
traditional,13,45.844323835369096,67.70000000000064,15.300000000000129,48.10000000000054,15.12699639406138
traditional,14,43.67760081823542,67.70000000000064,2.200000000000152,49.075000000000536,21.070194907109663
traditional,15,15.757607380520406,32.80000000000023,2.200000000000152,14.225000000000124,10.7790133566252
traditional,16,17.18626959247662,32.80000000000023,2.499999999999991,14.275000000000125,9.720519451424021
traditional,17,34.62777992278018,57.90000000000042,5.499999999999904,34.575000000000266,15.45258381613632
traditional,18,36.216650633317585,57.90000000000042,5.499999999999904,37.70000000000041,13.49992064684627
traditional,19,53.40706521739186,83.00000000000077,15.300000000000132,53.40000000000053,19.21049102466663
traditional,20,53.40706521739186,83.00000000000077,15.300000000000132,53.40000000000053,19.21049102466663
traditional,21,52.712861292665764,83.00000000000077,2.8000000000001535,55.70000000000062,22.960468503144433
traditional,22,23.557575757575947,48.10000000000034,2.8000000000001535,21.75000000000019,15.097198042042624
traditional,23,24.279864041256626,48.10000000000034,3.099999999999989,20.800000000000196,14.153736535228518
