intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,4193,0,49.91084207800054,0.0,126.0,221.64172312584495,611.731155827332,highway,high,2222,518,0.0,0.0,0,,
T1,1,traditional,5391,0,50.303177003409346,0.0,126.0,310.2801026026309,856.3730831832612,highway,high,3061,611,0.0,0.0,0,,
T1,2,traditional,4884,0,50.77664452234502,0.0,126.0,272.4417739855212,751.9392962000384,highway,high,2756,580,0.0,0.0,0,,
T1,3,traditional,5102,0,53.72959363503196,0.0,126.0,293.7998995972787,810.8877228884891,highway,high,2625,617,0.0,0.0,0,,
T1,4,traditional,5839,0,56.980928953629764,0.0,126.0,349.02242011824325,963.3018795263513,highway,high,4125,737,0.0,0.0,0,,
T1,5,traditional,9377,0,60.18476820489026,0.0,126.0,570.59565434911,1706.0810065038388,highway,high,5667,1255,0.0,0.0,0,,
T1,6,traditional,9997,0,95.80180438344127,0.0,180.0,725.812251758781,2170.178632758755,highway,high,5273,1092,0.0,0.0,0,,
T1,7,traditional,26952,0,121.14558116073981,0.0,180.0,2618.9022149379957,7830.517622664607,highway,high,19297,2766,0.0,0.0,0,,
T1,8,traditional,29930,0,141.35385159419826,0.0,180.0,3147.921428172884,9412.285070236923,highway,high,16295,3052,0.0,0.0,0,,
T1,9,traditional,9723,0,117.92677954571707,0.0,180.0,932.2097037188742,2787.307014119434,highway,high,5736,1090,0.0,0.0,0,,
T1,10,traditional,21580,0,99.08113652294477,0.0,180.0,1590.3764056344992,4755.225452847152,highway,high,15200,2595,0.0,0.0,0,,
T1,11,traditional,18870,0,97.15959684693733,0.0,180.0,1378.6925255255635,4122.290651321435,highway,high,13250,2675,0.0,0.0,0,,
T1,12,traditional,16672,0,102.04480506539953,0.0,180.0,1244.8841883465357,3722.2037231561417,highway,high,10458,1973,0.0,0.0,0,,
T1,13,traditional,19401,0,99.72416261192598,0.0,180.0,1433.83408904155,4287.163926234234,highway,high,10093,2181,0.0,0.0,0,,
T1,14,traditional,20953,0,96.48192142102135,0.0,180.0,1526.0318842245863,4562.835333831513,highway,high,14907,2586,0.0,0.0,0,,
T1,15,traditional,20289,0,104.91215835887445,0.0,180.0,1534.0591985255671,4586.837003591446,highway,high,11258,2969,0.0,0.0,0,,
T1,16,traditional,26299,0,127.90333299969315,0.0,180.0,2625.6637775257045,7850.734694801856,highway,high,14736,3116,0.0,0.0,0,,
T1,17,traditional,32740,0,137.4110859748548,0.0,180.0,3392.3482261074314,10143.12119606122,highway,high,18947,4218,0.0,0.0,0,,
T1,18,traditional,29894,0,124.02203834324985,0.0,180.0,2938.833359328987,8787.111744393671,highway,high,16356,3986,0.0,0.0,0,,
T1,19,traditional,12213,0,101.28993570364611,0.0,162.0,908.7928604146273,2717.2906526397355,highway,high,7347,1433,0.0,0.0,0,,
T1,20,traditional,12724,0,89.21084133065708,0.0,162.0,896.1817173267638,2679.5833348070237,highway,high,6399,1766,0.0,0.0,0,,
T1,21,traditional,12686,0,80.986182966475,0.0,162.0,858.9917181153295,2568.385237164835,highway,high,8094,1301,0.0,0.0,0,,
T1,22,traditional,4817,0,55.7160504276946,0.0,126.0,275.3108118457606,759.8578406942992,highway,high,2964,626,0.0,0.0,0,,
T1,23,traditional,5476,0,52.42483646489849,0.0,126.0,319.10236086472287,880.722515986635,highway,high,3808,821,0.0,0.0,0,,
