intersection_id,control_type,hour,vehicle_count,emergency_vehicle_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,emergency_preemption_count,intersection_type,vehicles_simulated,vehicles_waited,wait_time_max,wait_time_min,wait_time_median,wait_time_std,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits,day
T1,traditional,0,36,0,0.0,0.0,90.87936185704123,0.69048,1.5881039999999997,0,suburban_low,8,0,0.0,inf,0.0,0.0,0,0,0,0,0
T1,traditional,1,28,1,1.828571428571422,0.0,99.73543117130139,0.5385955555555555,1.2387697777777775,0,suburban_low,15,7,2.199999999999992,1.2999999999999954,1.999999999999993,0.3410667538946651,7,3,0,0,0
T1,traditional,2,38,2,6.857142857142871,0.0,94.8101421805004,0.8113507936507939,1.8661068253968258,0,suburban_low,22,14,12.300000000000031,1.2999999999999954,6.800000000000013,5.043342752822692,18,8,2,0,0
T1,traditional,3,28,0,20.410000000000117,0.0,100.63214588287453,0.6946795555555565,1.9173155733333356,0,suburban_low,29,20,27.300000000000157,11.400000000000034,22.650000000000176,6.4877499951832895,31,8,12,0,0
T1,traditional,4,39,2,29.017857142857405,0.0,103.2798372772238,1.0931767261904792,3.0171677642857224,0,suburban_low,37,28,37.400000000000375,22.400000000000176,27.100000000000158,5.386958694810328,50,8,23,0,0
T1,traditional,5,72,7,39.07500000000043,0.0,94.8456206513255,2.38560125000001,6.584259450000027,0,suburban_low,45,36,52.40000000000052,25.100000000000342,37.400000000000375,9.806952607433459,71,8,40,0,0
T1,traditional,6,73,5,39.07500000000043,0.0,106.00273102758884,2.385923472222232,6.58514878333336,0,suburban_low,53,36,52.40000000000052,25.100000000000342,37.400000000000375,9.806952607433459,71,8,40,0,0
T1,traditional,7,140,9,33.3500000000004,0.0,94.5768212602777,5.421500000000022,14.96334000000006,0,suburban_low,61,28,52.40000000000052,1.6000000000001435,42.050000000000466,19.921372227549426,98,8,43,0,0
T1,traditional,8,199,9,8.556666666666757,0.0,90.76466354934605,5.744846600000006,13.213147180000012,0,suburban_low,69,30,17.500000000000114,1.6000000000001435,6.800000000000061,6.158175234777138,129,10,56,0,0
T1,traditional,9,74,3,11.038709677419424,0.0,93.20864632760204,2.1411980387096796,5.909706586838715,0,suburban_low,77,31,17.500000000000114,2.5999999999999908,12.60000000000013,5.012351030324699,168,10,43,0,0
T1,traditional,10,164,10,27.21904761904781,0.0,108.05144227808698,4.91820507936509,13.574246019047647,0,suburban_low,85,42,42.60000000000029,12.000000000000043,27.900000000000166,10.68535352926394,206,10,81,0,0
T1,traditional,11,153,5,31.477551020408434,0.0,106.99010355656091,4.761068163265319,13.140548130612279,0,suburban_low,93,49,42.60000000000029,15.300000000000129,32.20000000000033,8.015374647338312,252,10,93,0,0
T1,traditional,12,133,9,44.73934426229555,0.0,98.70826627495897,4.689711593806942,12.94360399890716,0,suburban_low,101,61,67.70000000000064,15.300000000000129,43.20000000000047,15.263814261170776,298,10,143,0,0
T1,traditional,13,145,4,44.73934426229555,0.0,92.40603189828069,5.153141284153027,14.222669944262352,0,suburban_low,109,61,67.70000000000064,15.300000000000129,43.20000000000047,15.263814261170776,298,10,143,0,0
T1,traditional,14,169,11,41.69444444444489,0.0,97.91585934733406,5.819816944444469,16.06269476666673,0,suburban_low,117,54,67.70000000000064,2.200000000000152,47.90000000000054,21.711359176338053,351,10,147,0,0
T1,traditional,15,135,5,14.779245283019005,0.0,98.24112865659849,3.4680757547169874,9.571889083018885,0,suburban_low,125,53,32.80000000000023,2.200000000000152,13.000000000000128,10.882292323902005,408,13,169,0,0
T1,traditional,16,254,14,16.42500000000012,0.0,101.18184288089691,8.280844400000012,22.85513054400003,0,suburban_low,133,52,32.80000000000023,2.499999999999991,13.80000000000009,9.793755369150835,472,11,154,0,0
T1,traditional,17,211,11,33.34925373134353,0.0,95.10714190754075,8.229997540298529,22.714793211223938,0,suburban_low,141,67,57.90000000000042,5.499999999999904,32.50000000000025,15.530137990702196,536,11,235,0,0
T1,traditional,18,181,7,35.268000000000285,0.0,104.89363880159463,7.155627840000021,19.749532838400054,0,suburban_low,149,75,57.90000000000042,5.499999999999904,33.70000000000034,13.41169797850629,608,11,246,0,0
T1,traditional,19,103,8,51.665116279070304,0.0,109.52610809134428,3.830130671834643,10.571160654263613,0,suburban_low,157,86,83.00000000000077,15.300000000000132,52.700000000000536,19.19215420754066,679,11,322,0,0
T1,traditional,20,101,3,51.665116279070304,0.0,103.91970940171267,3.8009599483204313,10.49064945736439,0,suburban_low,165,86,83.00000000000077,15.300000000000132,52.700000000000536,19.19215420754066,679,11,322,0,0
T1,traditional,21,93,1,50.819230769231304,0.0,109.99364032562696,3.420475961538478,9.440513653846198,0,suburban_low,173,78,83.00000000000077,2.8000000000001535,53.40000000000053,23.356100930813444,759,11,325,0,0
T1,traditional,22,37,3,22.32027027027045,0.0,107.81244042196877,0.9921082732732753,2.7382188342342397,0,suburban_low,181,74,48.10000000000034,2.8000000000001535,20.800000000000196,15.030392450773016,841,15,344,0,0
T1,traditional,23,32,1,23.188000000000166,0.0,102.87736095704312,0.8698382000000017,2.4007534320000046,0,suburban_low,189,75,48.10000000000034,3.099999999999989,20.800000000000196,14.011471110010895,933,16,330,0,0
A1,ai,0,33,1,21.933333333333508,0.5495967058136708,14.513222658708802,0.6668573333333352,1.3803946800000038,1,suburban_low,7,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,3,0,0,0,0
A1,ai,1,22,2,21.933333333333508,0.0,15.953060844189858,0.449197777777779,0.9298394000000023,1,suburban_low,14,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,2,29,2,21.933333333333508,0.0,15.63585067321495,0.5666367777777793,1.172938130000003,2,suburban_low,20,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,3,35,2,21.933333333333508,0.0,15.557132504045935,0.7255927777777798,1.5019770500000038,1,suburban_low,28,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,4,23,2,21.933333333333508,0.0,16.451668695751017,0.4492638888888901,0.9299762500000024,1,suburban_low,36,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,5,66,1,21.933333333333508,0.0,15.261161048768638,1.3828500000000035,2.862499500000007,1,suburban_low,42,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,6,63,2,21.933333333333508,0.0,13.544763053389508,1.323464333333337,2.739571170000007,2,suburban_low,50,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,7,217,10,21.933333333333508,0.0,15.703157086422944,5.794556320000015,11.99473158240003,6,suburban_low,58,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,8,278,14,21.933333333333508,0.0,14.922542755449062,7.485813440000019,15.495633820800037,8,suburban_low,66,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,9,82,3,21.933333333333508,0.0,14.535274675533657,2.1220270400000056,4.39259597280001,2,suburban_low,73,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,10,114,5,21.933333333333508,0.0,14.577384360644391,2.473884000000006,5.120939880000012,3,suburban_low,81,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,11,184,12,21.933333333333508,0.0,15.057416323392774,4.051270222222233,8.386129360000021,8,suburban_low,89,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,12,98,4,21.933333333333508,0.0,15.838917113886994,2.0892028888888943,4.324649980000011,1,suburban_low,97,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,13,145,9,21.933333333333508,0.0,15.606882299225477,3.1628566666666744,6.5471133000000155,7,suburban_low,105,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,14,161,8,21.933333333333508,0.0,14.135634299348107,3.5362257777777866,7.319987360000017,5,suburban_low,113,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,15,122,8,21.933333333333508,0.0,14.315529932841079,2.6535133333333403,5.492772600000014,5,suburban_low,121,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,16,199,7,21.933333333333508,0.0,16.460880472788595,5.260215520000013,10.888646126400026,3,suburban_low,129,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,17,127,5,21.933333333333508,0.0,15.184809541962865,3.3215593600000086,6.875627875200017,2,suburban_low,137,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,18,218,11,21.933333333333508,0.0,16.16557923263612,5.795545280000015,11.99677872960003,6,suburban_low,145,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,19,85,4,21.933333333333508,0.0,14.33232724357798,1.8238733333333381,3.7754178000000094,1,suburban_low,153,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,20,87,6,21.933333333333508,0.0,15.527404676315017,1.8672033333333382,3.8651109000000097,5,suburban_low,161,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,21,117,5,21.933333333333508,0.0,14.52553926797416,2.534203000000007,5.245800210000013,3,suburban_low,169,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,22,37,2,21.933333333333508,0.0,15.241300213482427,0.7682927777777798,1.590366050000004,2,suburban_low,176,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
A1,ai,23,36,1,21.933333333333508,0.0,14.886040050409255,0.7256993333333353,1.5021976200000038,1,suburban_low,184,3,22.300000000000175,21.400000000000176,22.100000000000172,0.38586123009300644,7,0,0,0,0
