intersection_id,hour,control_type,vehicle_count,wait_time,emergency_wait_time,fuel_consumption,emissions,cycle_time,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,ai_model_loss,ai_model_val_loss,day
T1,0,traditional,118,35.18477097503335,16.184201537663515,3.7675553297043263,10.398452709983939,70.0,suburban,medium,17,13,0.0,0.0,,,0
T1,1,traditional,92,38.112388945585224,15.006197196832746,3.0394927155869444,8.388999895019966,70.0,suburban,medium,28,8,0.0,0.0,,,0
T1,2,traditional,133,32.74659907440634,16.50966840606165,4.1722246389495234,11.515340003500684,70.0,suburban,medium,22,16,0.0,0.0,,,0
T1,3,traditional,102,37.86863967547311,14.305697910482081,3.370938935876148,9.303791463018166,70.0,suburban,medium,22,10,0.0,0.0,,,0
T1,4,traditional,103,32.48977703637092,17.749144305570738,3.192550642014889,8.811439771961092,70.0,suburban,medium,21,11,0.0,0.0,,,0
T1,5,traditional,189,36.69483685850892,12.824628932667201,6.2301277249553735,17.195152520876828,70.0,suburban,medium,45,15,0.0,0.0,,,0
T1,6,traditional,173,52.8789524445972,13.975496347623173,6.614284525808609,18.25542529123176,100.0,suburban,medium,33,24,0.0,0.0,,,0
T1,7,traditional,712,68.47762545217469,15.072609010387122,40.077341259769085,119.83125036670955,130.0,suburban,medium,148,75,0.0,0.0,,,0
T1,8,traditional,689,63.508944452103854,14.573650924316164,37.2369717654147,111.33854557858996,130.0,suburban,medium,141,68,0.0,0.0,,,0
T1,9,traditional,208,53.91548009022228,17.450876542174218,9.718781060140484,26.823835725987735,100.0,suburban,medium,38,28,0.0,0.0,,,0
T1,10,traditional,321,55.05485150870634,14.66490999392598,12.841738985986058,35.44319960132152,110.00000000000001,suburban,medium,54,41,0.0,0.0,,,0
T1,11,traditional,446,58.794190657460085,17.65777988046808,18.595449802719283,51.32344145550522,110.00000000000001,suburban,medium,92,33,0.0,0.0,,,0
T1,12,traditional,335,55.52823441021855,14.261035320568817,13.454709974622329,37.134999529957625,110.00000000000001,suburban,medium,68,26,0.0,0.0,,,0
T1,13,traditional,335,54.52396542633766,14.210932430749285,13.344190172946238,36.82996487733161,110.00000000000001,suburban,medium,74,32,0.0,0.0,,,0
T1,14,traditional,349,52.47156347833649,13.642978432193805,13.640132794066613,37.646766511623845,110.00000000000001,suburban,medium,72,28,0.0,0.0,,,0
T1,15,traditional,505,50.41322936360289,13.425137876487835,19.854291392095952,54.797844242184816,100.0,suburban,medium,97,47,0.0,0.0,,,0
T1,16,traditional,567,68.95814169189018,12.704363438019767,31.451996687648045,94.04147009606764,140.0,suburban,medium,101,56,0.0,0.0,,,0
T1,17,traditional,496,71.19165450781131,16.72084346673133,27.65572592391649,82.69062051251029,140.0,suburban,medium,80,34,0.0,0.0,,,0
T1,18,traditional,642,69.23113385349396,14.24654178208922,36.02716230398556,107.72121528891684,140.0,suburban,medium,130,69,0.0,0.0,,,0
T1,19,traditional,221,45.2679102640356,12.645868108824573,8.017941396280095,22.12951825373306,90.0,suburban,medium,34,20,0.0,0.0,,,0
T1,20,traditional,204,45.60433548488785,17.751268729074077,7.394290043938996,20.408240521271626,90.0,suburban,medium,46,15,0.0,0.0,,,0
T1,21,traditional,286,45.08109428864613,14.52583839863796,10.396594148480624,28.69459984980652,90.0,suburban,medium,59,28,0.0,0.0,,,0
T1,22,traditional,101,37.156134606478666,12.66084221223334,3.322163553124907,9.169171406624741,70.0,suburban,medium,22,8,0.0,0.0,,,0
T1,23,traditional,109,34.85926719490287,13.418729366846497,3.449500648514679,9.520621789900513,70.0,suburban,medium,14,9,0.0,0.0,,,0
T1,0,traditional,107,32.54633227647063,15.464486424735867,3.343972363221178,9.229363722490449,70.0,suburban,medium,26,4,0.0,0.0,,,1
T1,1,traditional,120,32.688269951673284,13.428709560097863,3.8200554900862618,10.543353152638081,70.0,suburban,medium,27,18,0.0,0.0,,,1
T1,2,traditional,103,34.055224615240306,14.70030476608741,3.2446017740122963,8.955100896273937,70.0,suburban,medium,25,10,0.0,0.0,,,1
T1,3,traditional,92,34.73487033929657,17.785200744536873,2.938336033328599,8.109807451986933,70.0,suburban,medium,20,16,0.0,0.0,,,1
T1,4,traditional,105,36.18538006896293,13.479266924035059,3.405197396021751,9.398344813020032,70.0,suburban,medium,14,8,0.0,0.0,,,1
T1,5,traditional,190,32.5292382952347,15.0828811123503,6.099038796666771,16.833347078800283,70.0,suburban,medium,31,14,0.0,0.0,,,1
T1,6,traditional,192,49.412856384206236,12.849742693404666,7.187365976052449,19.837130093904758,100.0,suburban,medium,29,19,0.0,0.0,,,1
T1,7,traditional,623,63.54704372290381,14.705120317422836,33.42799028796421,99.94969096101298,130.0,suburban,medium,131,59,0.0,0.0,,,1
T1,8,traditional,641,64.3243936967276,12.245560298057583,34.737548738498646,103.86527072811094,130.0,suburban,medium,132,62,0.0,0.0,,,1
T1,9,traditional,171,54.114312485247346,13.6608501391025,8.015674716506851,22.123262217558906,100.0,suburban,medium,39,22,0.0,0.0,,,1
T1,10,traditional,389,56.25637579306572,15.60305054247433,15.769082872604006,43.52266872838705,110.00000000000001,suburban,medium,66,36,0.0,0.0,,,1
