control_type,hour,day,intersection_id,intersection_type,wait_time,wait_time_max,wait_time_min,wait_time_median,wait_time_std,vehicle_count,vehicles_waited,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits
traditional,0,0,T1,highway_medium,0.0,0.0,inf,0.0,0.0,1621,0,0,0,0,0
traditional,1,0,T1,highway_medium,1.9571428571428502,2.199999999999992,1.2999999999999954,1.999999999999993,0.2821202522590204,1572,7,7,3,0,0
traditional,2,0,T1,highway_medium,7.1933333333333485,12.300000000000031,1.2999999999999954,11.400000000000034,4.909645834703601,1648,15,19,11,0,0
traditional,3,0,T1,highway_medium,20.054545454545572,27.300000000000157,11.400000000000034,22.300000000000175,6.529842492373564,1473,22,33,11,10,0
traditional,4,0,T1,highway_medium,29.006666666666938,37.400000000000375,21.500000000000178,27.100000000000158,5.529251506508183,1471,30,53,11,22,0
traditional,5,0,T1,highway_medium,39.23947368421096,52.40000000000052,25.100000000000342,37.300000000000374,9.67573034027561,2298,38,75,11,40,0
traditional,6,0,T1,highway_medium,39.23947368421096,52.40000000000052,25.100000000000342,37.300000000000374,9.67573034027561,3281,38,75,11,40,0
traditional,7,0,T1,highway_medium,32.7900000000004,52.40000000000052,1.6000000000001435,42.50000000000046,20.29888913216697,9070,30,103,11,44,0
traditional,8,0,T1,highway_medium,8.05882352941185,17.500000000000114,1.6000000000001435,7.150000000000059,6.200337640097621,9704,34,137,15,58,0
traditional,9,0,T1,highway_medium,10.533333333333397,17.500000000000114,1.8999999999999932,12.60000000000013,5.404636991519549,2832,33,176,12,44,0
traditional,10,0,T1,highway_medium,27.760000000000197,42.60000000000029,12.000000000000043,27.700000000000166,10.150695652132612,6000,45,218,12,86,0
traditional,11,0,T1,highway_medium,31.269811320754986,42.60000000000029,15.300000000000129,32.600000000000236,7.848821204743023,6036,53,265,12,97,0
traditional,12,0,T1,highway_medium,45.34531250000048,67.70000000000064,15.300000000000129,48.10000000000054,15.151350287263107,7041,64,314,12,151,0
traditional,13,0,T1,highway_medium,45.34531250000048,67.70000000000064,15.300000000000129,48.10000000000054,15.151350287263107,5758,64,314,12,151,0
traditional,14,0,T1,highway_medium,43.31071428571475,67.70000000000064,2.200000000000152,49.100000000000534,20.869019062540062,6587,56,369,12,154,0
traditional,15,0,T1,highway_medium,15.303571428571562,32.80000000000023,2.200000000000152,14.200000000000124,10.618430141667401,6078,56,430,16,179,0
traditional,16,0,T1,highway_medium,16.583928571428693,32.80000000000023,2.499999999999991,14.200000000000124,9.625705480373869,9491,56,495,14,167,0
traditional,17,0,T1,highway_medium,33.7805555555558,57.90000000000042,5.499999999999904,33.300000000000246,15.308364079890227,8350,72,564,14,252,0
traditional,18,0,T1,highway_medium,35.531250000000284,57.90000000000042,5.499999999999904,37.70000000000041,13.28177881300178,8557,80,637,14,263,0
traditional,19,0,T1,highway_medium,52.27717391304401,83.00000000000077,15.300000000000132,53.05000000000054,18.969002765730263,3415,92,714,14,344,0
traditional,20,0,T1,highway_medium,52.27717391304401,83.00000000000077,15.300000000000132,53.05000000000054,18.969002765730263,3789,92,714,14,344,0
traditional,21,0,T1,highway_medium,51.55476190476243,83.00000000000077,2.8000000000001535,53.600000000000534,22.900137267013957,3748,84,794,14,347,0
traditional,22,0,T1,highway_medium,22.60250000000018,48.10000000000034,2.8000000000001535,20.800000000000196,14.892254488491764,1682,80,883,18,372,0
traditional,23,0,T1,highway_medium,23.400000000000173,48.10000000000034,3.099999999999989,20.800000000000196,13.931330708465907,1594,81,975,19,358,0
ai,0,0,A1,highway_medium,22.075000000000173,22.300000000000175,21.400000000000176,22.300000000000175,0.3897114317029968,1505,4,4,0,0,0
ai,1,0,A1,highway_medium,14.937500000000071,22.70000000000018,6.599999999999966,15.000000000000071,7.667779584077886,1393,8,16,0,4,0
ai,2,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,1482,8,36,0,4,0
ai,3,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,1497,8,48,0,4,0
ai,4,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,1457,8,48,0,4,0
ai,5,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,3543,8,48,0,4,0
ai,6,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,3020,8,48,0,4,0
ai,7,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,9609,8,48,0,4,0
ai,8,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,6417,8,48,0,4,0
ai,9,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,3116,8,48,0,4,0
ai,10,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,5967,8,48,0,4,0
ai,11,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,5201,8,48,0,4,0
ai,12,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,5526,8,48,0,4,0
ai,13,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,6969,8,48,0,4,0
ai,14,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,6954,8,48,0,4,0
ai,15,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,6596,8,48,0,4,0
ai,16,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,8489,8,48,0,4,0
ai,17,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,7226,8,48,0,4,0
ai,18,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,7872,8,48,0,4,0
ai,19,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,4046,8,48,0,4,0
ai,20,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,3710,8,48,0,4,0
ai,21,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,4406,8,48,0,4,0
ai,22,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,1264,8,48,0,4,0
ai,23,0,A1,highway_medium,15.400000000000077,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,1326,8,48,0,4,0
traditional,0,0,T2,suburban_medium,0.0,0.0,inf,0.0,0.0,148,0,0,0,0,0
traditional,1,0,T2,suburban_medium,2.062499999999993,2.199999999999992,1.2999999999999954,2.199999999999992,0.2955397604384212,106,8,8,4,0,0
traditional,2,0,T2,suburban_medium,6.726666666666677,12.300000000000031,1.2999999999999954,2.199999999999992,4.9945926315922655,135,15,19,10,1,0
traditional,3,0,T2,suburban_medium,20.91818181818194,27.300000000000157,11.400000000000034,22.900000000000173,6.341539558099663,150,22,34,10,13,0
traditional,4,0,T2,suburban_medium,28.84000000000026,37.400000000000375,22.200000000000173,27.300000000000157,5.416801023974767,112,30,53,10,24,0
traditional,5,0,T2,suburban_medium,39.744736842105695,52.40000000000052,25.100000000000342,39.55000000000042,9.887251157782186,282,38,76,10,43,0
traditional,6,0,T2,suburban_medium,39.744736842105695,52.40000000000052,25.100000000000342,39.55000000000042,9.887251157782186,272,38,76,10,43,0
traditional,7,0,T2,suburban_medium,34.55666666666707,52.40000000000052,1.6000000000001435,44.85000000000049,19.674919454868466,588,30,103,10,46,0
traditional,8,0,T2,suburban_medium,8.724242424242513,17.500000000000114,1.6000000000001435,7.500000000000057,6.346272124690583,696,33,137,13,61,0
traditional,9,0,T2,suburban_medium,10.941176470588301,17.500000000000114,1.8999999999999932,12.550000000000082,5.377355442696146,290,34,176,12,49,0
traditional,10,0,T2,suburban_medium,27.665217391304548,42.60000000000029,12.000000000000043,27.00000000000017,10.61994058346002,533,46,218,12,91,0
traditional,11,0,T2,suburban_medium,31.59629629629657,42.60000000000029,15.300000000000129,32.85000000000028,7.984613976683775,484,54,265,12,103,0
traditional,12,0,T2,suburban_medium,45.33939393939443,67.70000000000064,15.300000000000129,47.55000000000054,15.195123607620848,314,66,315,12,157,0
traditional,13,0,T2,suburban_medium,45.33939393939443,67.70000000000064,15.300000000000129,47.55000000000054,15.195123607620848,427,66,315,12,157,0
traditional,14,0,T2,suburban_medium,42.76551724137978,67.70000000000064,2.200000000000152,49.00000000000054,21.45147331749243,558,58,370,12,161,0
traditional,15,0,T2,suburban_medium,15.137931034482897,32.80000000000023,2.200000000000152,14.10000000000013,10.90855133696071,514,58,432,16,187,0
traditional,16,0,T2,suburban_medium,16.581034482758742,32.80000000000023,2.499999999999991,14.10000000000013,9.801626481786972,769,58,499,15,172,0
traditional,17,0,T2,suburban_medium,33.65405405405429,57.90000000000042,5.499999999999904,32.50000000000025,15.510878390004704,738,74,569,15,258,0
traditional,18,0,T2,suburban_medium,35.69876543209905,57.90000000000042,5.499999999999904,37.70000000000041,13.40900281529303,818,81,643,15,270,0
traditional,19,0,T2,suburban_medium,52.50537634408655,83.00000000000077,15.300000000000132,53.40000000000053,19.03054344989014,292,93,721,15,352,0
traditional,20,0,T2,suburban_medium,52.50537634408655,83.00000000000077,15.300000000000132,53.40000000000053,19.03054344989014,442,93,721,15,352,0
traditional,21,0,T2,suburban_medium,51.20232558139588,83.00000000000077,2.8000000000001535,53.600000000000534,23.410373256038216,308,86,803,15,356,0
