intersection_id,control_type,hour,vehicle_count,emergency_vehicle_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,emergency_preemption_count,intersection_type,vehicles_simulated,vehicles_waited,wait_time_max,wait_time_min,wait_time_median,wait_time_std,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits,day
T1,traditional,0,1621,72,0.0,1.3438027570665148,136.6418227074238,43.17915000000001,99.31204500000001,0,highway_medium,8,0,0.0,inf,0.0,0.0,0,0,0,0,0
T1,traditional,1,1572,91,1.9571428571428502,0.0,147.43648023719712,42.58826277777778,97.95300438888889,0,highway_medium,16,7,2.199999999999992,1.2999999999999954,1.999999999999993,0.2821202522590204,7,3,0,0,0
T1,traditional,2,1648,84,7.1933333333333485,0.0,145.91428990400752,47.92987629629631,110.23871548148149,0,highway_medium,24,15,12.300000000000031,1.2999999999999954,11.400000000000034,4.909645834703601,19,11,0,0,0
T1,traditional,3,1473,46,20.054545454545572,0.0,141.33810857828234,48.10772363636369,132.77731723636376,0,highway_medium,32,22,27.300000000000157,11.400000000000034,22.300000000000175,6.529842492373564,33,11,10,0,0
T1,traditional,4,1471,69,29.006666666666938,0.0,154.82026712231564,52.41513122222235,144.66576217333366,0,highway_medium,40,30,37.400000000000375,21.500000000000178,27.100000000000158,5.529251506508183,53,11,22,0,0
T1,traditional,5,2298,95,39.23947368421096,0.0,137.79682745648714,96.80341798245647,267.1774336315798,0,highway_medium,48,38,52.40000000000052,25.100000000000342,37.300000000000374,9.67573034027561,75,11,40,0,0
T1,traditional,6,3281,168,39.23947368421096,0.0,146.863104843994,150.5673322417159,415.5658369871358,0,highway_medium,56,38,52.40000000000052,25.100000000000342,37.300000000000374,9.67573034027561,75,11,40,0,0
T1,traditional,7,9070,451,32.7900000000004,0.0,148.67029561747265,564.0164988000014,1556.6855366880036,0,highway_medium,64,30,52.40000000000052,1.6000000000001435,42.50000000000046,20.29888913216697,103,11,44,0,0
T1,traditional,8,9704,498,8.05882352941185,0.0,156.7821586330724,508.33625647058864,1169.1733898823538,0,highway_medium,72,34,17.500000000000114,1.6000000000001435,7.150000000000059,6.200337640097621,137,15,58,0,0
T1,traditional,9,2832,161,10.533333333333397,0.0,149.06066984234803,125.26791200000007,345.73943712000016,0,highway_medium,80,33,17.500000000000114,1.8999999999999932,12.60000000000013,5.404636991519549,176,12,44,0,0
T1,traditional,10,6000,288,27.760000000000197,0.0,138.83187186354576,300.9648000000004,830.6628480000012,0,highway_medium,88,45,42.60000000000029,12.000000000000043,27.700000000000166,10.150695652132612,218,12,86,0,0
T1,traditional,11,6036,315,31.269811320754986,0.0,160.05907467328282,309.6297578301892,854.5781316113222,0,highway_medium,96,53,42.60000000000029,15.300000000000129,32.600000000000236,7.848821204743023,265,12,97,0,0
T1,traditional,12,7041,383,45.34531250000048,0.0,160.47470802204512,393.9862300000011,1087.401994800003,0,highway_medium,104,64,67.70000000000064,15.300000000000129,48.10000000000054,15.151350287263107,314,12,151,0,0
T1,traditional,13,5758,302,45.34531250000048,0.0,150.88486557062618,322.09435203125093,888.9804116062526,0,highway_medium,112,64,67.70000000000064,15.300000000000129,48.10000000000054,15.151350287263107,314,12,151,0,0
T1,traditional,14,6587,287,43.31071428571475,0.0,155.19014193396205,364.12284428571536,1004.9790502285744,0,highway_medium,120,56,67.70000000000064,2.200000000000152,49.100000000000534,20.869019062540062,369,12,154,0,0
T1,traditional,15,6078,299,15.303571428571562,0.0,156.2766721556019,279.7721303571431,772.1710797857149,0,highway_medium,128,56,32.80000000000023,2.200000000000152,14.200000000000124,10.618430141667401,430,16,179,0,0
T1,traditional,16,9491,458,16.583928571428693,0.0,161.48657280124814,529.2310669285719,1460.677744722858,0,highway_medium,136,56,32.80000000000023,2.499999999999991,14.200000000000124,9.625705480373869,495,14,167,0,0
T1,traditional,17,8350,380,33.7805555555558,0.0,164.36076604784634,522.5187850000008,1442.151846600002,0,highway_medium,144,72,57.90000000000042,5.499999999999904,33.300000000000246,15.308364079890227,564,14,252,0,0
T1,traditional,18,8557,424,35.531250000000284,0.0,147.2591301814712,541.302453750001,1493.9947723500024,0,highway_medium,152,80,57.90000000000042,5.499999999999904,37.70000000000041,13.28177881300178,637,14,263,0,0
T1,traditional,19,3415,187,52.27717391304401,0.0,139.35700511638404,173.11533088768178,477.7983132500017,0,highway_medium,160,92,83.00000000000077,15.300000000000132,53.05000000000054,18.969002765730263,714,14,344,0,0
T1,traditional,20,3789,228,52.27717391304401,0.0,145.6211406347902,197.3925732789862,544.8035022500018,0,highway_medium,168,92,83.00000000000077,15.300000000000132,53.05000000000054,18.969002765730263,714,14,344,0,0
T1,traditional,21,3748,194,51.55476190476243,0.0,161.48232886900865,193.79269312169376,534.8678330158747,0,highway_medium,176,84,83.00000000000077,2.8000000000001535,53.600000000000534,22.900137267013957,794,14,347,0,0
T1,traditional,22,1682,85,22.60250000000018,0.0,141.64899267719596,57.723571069444546,159.31705615166692,0,highway_medium,184,80,48.10000000000034,2.8000000000001535,20.800000000000196,14.892254488491764,883,18,372,0,0
T1,traditional,23,1594,79,23.400000000000173,0.0,163.61135201262422,54.5868362962964,150.65966817777803,0,highway_medium,192,81,48.10000000000034,3.099999999999989,20.800000000000196,13.931330708465907,975,19,358,0,0
A1,ai,0,1505,62,22.075000000000173,1.0465072684874235,15.612434722099252,38.539264953703785,79.77627845416684,35,highway_medium,8,4,22.300000000000175,21.400000000000176,22.300000000000175,0.3897114317029968,4,0,0,0,0
A1,ai,1,1393,80,14.937500000000071,0.8273107907426932,13.585581680817242,31.96073247685188,66.15871622708339,49,highway_medium,16,8,22.70000000000018,6.599999999999966,15.000000000000071,7.667779584077886,16,0,4,0,0
A1,ai,2,1482,76,15.400000000000077,0.7514196861775907,13.52365776595986,34.60524277777782,71.63285255000007,49,highway_medium,24,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,36,0,4,0,0
A1,ai,3,1497,67,15.400000000000077,0.0,15.295840089837595,35.0071730555556,72.46484822500008,38,highway_medium,32,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,4,1457,81,15.400000000000077,0.0,13.97172504162877,33.91606750000004,70.20625972500008,44,highway_medium,40,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,5,3543,154,15.400000000000077,0.0,14.909499253244727,102.14030750000009,211.43043652500015,92,highway_medium,48,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,6,3020,154,15.400000000000077,0.0,16.41800151548649,82.92125851851861,171.64700513333352,101,highway_medium,56,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,7,9609,474,15.400000000000077,0.0,14.86950556593908,389.41652400000027,806.0922046800005,291,highway_medium,64,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,8,6417,360,15.400000000000077,0.0,14.998535533339025,260.0692080000002,538.3432605600003,214,highway_medium,72,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,9,3116,128,15.400000000000077,0.0,15.336978425224068,109.72430000000008,227.12930100000017,78,highway_medium,80,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,10,5967,297,15.400000000000077,0.0,13.66714470545477,201.52244000000016,417.1514508000003,180,highway_medium,88,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,11,5201,281,15.400000000000077,0.0,13.7125767485308,172.91651481481497,357.937185666667,168,highway_medium,96,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,12,5526,245,15.400000000000077,0.0,13.822227157329838,186.59235000000012,386.24616450000025,140,highway_medium,104,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,13,6969,350,15.400000000000077,0.0,14.507294844081038,235.32929000000016,487.13163030000027,197,highway_medium,112,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,14,6954,357,15.400000000000077,0.0,15.75664862921748,234.87576000000018,486.1928232000003,204,highway_medium,120,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,15,6596,317,15.400000000000077,0.0,16.16952922197136,222.73909000000017,461.06991630000033,182,highway_medium,128,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,16,8489,447,15.400000000000077,0.0,15.476127995272432,344.0135160000002,712.1079781200003,277,highway_medium,136,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,17,7226,368,15.400000000000077,0.0,15.6804585638454,292.82610000000017,606.1500270000004,204,highway_medium,144,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,18,7872,370,15.400000000000077,0.0,15.32057907084503,319.06702800000016,660.4687479600003,220,highway_medium,152,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,19,4046,223,15.400000000000077,0.0,14.9237622227365,122.04626000000013,252.63575820000023,127,highway_medium,160,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,20,3710,200,15.400000000000077,0.0,15.730025556457562,108.66954129629639,224.9459504833335,123,highway_medium,168,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,21,4406,203,15.400000000000077,0.0,16.170033915600783,137.12505333333345,283.8488604000002,117,highway_medium,176,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,22,1264,61,15.400000000000077,0.0,15.572122982851873,28.777985185185216,59.5704293333334,42,highway_medium,184,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
A1,ai,23,1326,68,15.400000000000077,0.0,14.193522221821897,30.38029555555559,62.88721180000007,45,highway_medium,192,8,23.100000000000186,7.699999999999967,15.400000000000077,7.600657866264054,48,0,4,0,0
T2,traditional,0,148,10,0.0,1.777862266013228,108.30789409122161,3.0780088888888892,7.079420444444445,0,suburban_medium,8,0,0.0,inf,0.0,0.0,0,0,0,0,0
T2,traditional,1,106,6,2.062499999999993,2.105277926987551,99.58784315345406,2.2403721527777773,5.152855951388887,0,suburban_medium,16,8,2.199999999999992,1.2999999999999954,2.199999999999992,0.2955397604384212,8,4,0,0,0
T2,traditional,2,135,10,6.726666666666677,0.0,91.104185446181,3.113359666666667,7.160727233333334,0,suburban_medium,24,15,12.300000000000031,1.2999999999999954,2.199999999999992,4.9945926315922655,19,10,1,0,0
T2,traditional,3,150,9,20.91818181818194,0.0,91.97872799436212,4.2129500000000055,11.627742000000014,0,suburban_medium,32,22,27.300000000000157,11.400000000000034,22.900000000000173,6.341539558099663,34,10,13,0,0
T2,traditional,4,112,6,28.84000000000026,0.0,109.21531575516575,3.380599777777787,9.330455386666692,0,suburban_medium,40,30,37.400000000000375,22.200000000000173,27.300000000000157,5.416801023974767,53,10,24,0,0
T2,traditional,5,282,15,39.744736842105695,0.0,106.82945823143586,9.797996535087758,27.042470436842212,0,suburban_medium,48,38,52.40000000000052,25.100000000000342,39.55000000000042,9.887251157782186,76,10,43,0,0
T2,traditional,6,272,15,39.744736842105695,0.0,101.22932875425248,9.43665890350881,26.045178573684314,0,suburban_medium,56,38,52.40000000000052,25.100000000000342,39.55000000000042,9.887251157782186,76,10,43,0,0
T2,traditional,7,588,35,34.55666666666707,0.0,107.7113232846286,24.66953760000009,68.08792377600024,0,suburban_medium,64,30,52.40000000000052,1.6000000000001435,44.85000000000049,19.674919454868466,103,10,46,0,0
T2,traditional,8,696,30,8.724242424242513,0.0,93.18710942775999,22.619816254545476,52.02557738545459,0,suburban_medium,72,33,17.500000000000114,1.6000000000001435,7.500000000000057,6.346272124690583,137,13,61,0,0
T2,traditional,9,290,24,10.941176470588301,0.0,93.02835531362456,8.94218070588236,24.680418748235308,0,suburban_medium,80,34,17.500000000000114,1.8999999999999932,12.550000000000082,5.377355442696146,176,12,49,0,0
T2,traditional,10,533,20,27.665217391304548,0.0,93.49867362019253,17.01423838164255,46.959297933333424,0,suburban_medium,88,46,42.60000000000029,12.000000000000043,27.00000000000017,10.61994058346002,218,12,91,0,0
T2,traditional,11,484,23,31.59629629629657,0.0,105.5247714046216,15.992552222222265,44.13944413333345,0,suburban_medium,96,54,42.60000000000029,15.300000000000129,32.85000000000028,7.984613976683775,265,12,103,0,0
