intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,emergency_preemption_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,1773,1,0,28.493757420523668,3.296660838562792,126.0,64.86882714868301,179.0379629303651,highway,medium,1059,229,0.0,0.0,0,,
T1,1,traditional,1525,0,0,29.34669577709128,0.0,126.0,54.80363463526598,151.2580315933341,highway,medium,875,202,0.0,0.0,0,,
T1,2,traditional,1452,0,0,28.251931536595247,0.0,126.0,51.26236777870053,141.48413506921344,highway,medium,774,215,0.0,0.0,0,,
T1,3,traditional,1315,0,0,29.986633875735667,0.0,126.0,46.479442564548734,128.2832614781545,highway,medium,947,187,0.0,0.0,0,,
T1,4,traditional,1768,0,0,31.59732247284829,0.0,126.0,66.44747414675548,183.3950286450451,highway,medium,1055,187,0.0,0.0,0,,
T1,5,traditional,3325,0,0,33.15405423546431,0.0,126.0,146.44212564941216,404.1802667923775,highway,medium,2391,488,0.0,0.0,0,,
T1,6,traditional,2774,0,0,36.77009333616204,0.0,180.0,119.68355392110679,330.32660882225474,highway,medium,2077,381,0.0,0.0,0,,
T1,7,traditional,9506,0,0,44.41401699273739,0.0,180.0,634.714823270128,1751.8129122255532,highway,medium,5705,1203,0.0,0.0,0,,
T1,8,traditional,10014,0,0,44.26425308107613,0.0,180.0,668.13353403659,1844.0485539409883,highway,medium,7350,1336,0.0,0.0,0,,
T1,9,traditional,3822,0,0,45.17301302318616,0.0,180.0,242.16651216434116,668.3795735735815,highway,medium,2699,411,0.0,0.0,0,,
T1,10,traditional,5673,0,0,37.12321598912692,0.0,180.0,301.9705302412526,833.4386634658571,highway,medium,3736,794,0.0,0.0,0,,
T1,11,traditional,6270,0,0,37.414532956049136,0.0,180.0,334.4844101393613,923.176971984637,highway,medium,4244,873,0.0,0.0,0,,
T1,12,traditional,5846,0,0,37.543027836672906,0.0,180.0,311.9760977288482,861.0540297316209,highway,medium,3409,766,0.0,0.0,0,,
T1,13,traditional,6673,0,0,37.65555894988556,0.0,180.0,356.3930646943305,983.6448585563521,highway,medium,3713,881,0.0,0.0,0,,
T1,14,traditional,7262,0,0,36.727203380138796,0.0,180.0,385.6902156589816,1064.504995218789,highway,medium,3976,842,0.0,0.0,0,,
T1,15,traditional,5530,0,0,37.58467063782544,0.0,180.0,295.31826544696764,815.0784126336306,highway,medium,3162,568,0.0,0.0,0,,
T1,16,traditional,8850,0,0,44.52465594387684,0.0,180.0,591.4611092209108,1632.4326614497136,highway,medium,6365,1282,0.0,0.0,0,,
T1,17,traditional,9430,0,0,44.30642912672724,0.0,180.0,629.4086121593549,1737.1677695598194,highway,medium,5155,1151,0.0,0.0,0,,
T1,18,traditional,9699,0,0,44.48382749389262,0.0,180.0,647.8525524282994,1788.0730447021062,highway,medium,7254,1230,0.0,0.0,0,,
T1,19,traditional,4845,0,0,43.521912084085415,0.0,162.0,257.93844262404235,711.9101016423568,highway,medium,2596,628,0.0,0.0,0,,
T1,20,traditional,3746,0,0,37.90391136673747,0.0,162.0,176.79941912912133,487.9663967963748,highway,medium,2209,396,0.0,0.0,0,,
T1,21,traditional,4061,0,0,37.40959983540523,0.0,162.0,195.94342445206854,540.8038514877092,highway,medium,2076,513,0.0,0.0,0,,
T1,22,traditional,1500,0,0,30.551794880012874,0.0,126.0,54.414805132273045,150.18486216507358,highway,medium,780,201,0.0,0.0,0,,
T1,23,traditional,1374,0,0,29.320939445361983,0.0,126.0,48.58245223541565,134.0875681697472,highway,medium,889,188,0.0,0.0,0,,
T1,0,traditional,1621,1,0,28.915458134901236,4.993611908455747,126.0,58.63735391891821,161.8390968162142,highway,medium,1062,168,0.0,0.0,1,,
T1,1,traditional,1867,0,0,28.395863166471578,0.0,126.0,68.94161929120582,190.27886924372805,highway,medium,952,216,0.0,0.0,1,,
T1,2,traditional,1463,0,0,28.977544711898606,0.0,126.0,52.02650228022257,143.5931462934143,highway,medium,888,159,0.0,0.0,1,,
T1,3,traditional,1341,0,0,31.388406668631035,0.0,126.0,48.17167009553531,132.95380946367746,highway,medium,860,176,0.0,0.0,1,,
T1,4,traditional,1629,0,0,31.12840808095687,0.0,126.0,60.096118529978845,165.86528714274158,highway,medium,899,230,0.0,0.0,1,,
