control_type,hour,day,intersection_id,intersection_type,wait_time,wait_time_max,wait_time_min,wait_time_median,wait_time_std,vehicle_count,vehicles_waited,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits
traditional,0,0,T1,suburban_high,0.0,0.0,inf,0.0,0.0,165,0,0,0,0,0
traditional,1,0,T1,suburban_high,1.8499999999999934,2.199999999999992,1.2999999999999954,1.999999999999993,0.3240370349203919,130,8,8,4,0,0
traditional,2,0,T1,suburban_high,6.868750000000013,12.300000000000031,1.2999999999999954,6.800000000000013,5.0313664582795194,128,16,20,11,1,0
traditional,3,0,T1,suburban_high,20.352173913043597,27.300000000000157,11.400000000000034,22.900000000000173,6.456332891397223,140,23,35,11,13,0
traditional,4,0,T1,suburban_high,29.23448275862095,37.400000000000375,21.500000000000178,27.100000000000158,5.620484447280094,166,29,53,11,23,0
traditional,5,0,T1,suburban_high,40.816666666667096,52.40000000000052,25.100000000000342,42.40000000000046,9.125528904002175,215,36,75,11,41,0
traditional,6,0,T1,suburban_high,40.816666666667096,52.40000000000052,25.100000000000342,42.40000000000046,9.125528904002175,268,36,75,11,41,0
traditional,7,0,T1,suburban_high,33.7100000000004,52.40000000000052,1.6000000000001435,44.6000000000005,20.470993299463345,963,30,100,11,47,0
traditional,8,0,T1,suburban_high,8.479411764705972,17.500000000000114,1.6000000000001435,7.500000000000057,6.2729474923846436,842,34,132,15,63,0
traditional,9,0,T1,suburban_high,10.893939393939462,17.500000000000114,1.8999999999999932,12.70000000000004,5.322276762412989,294,33,167,11,50,0
traditional,10,0,T1,suburban_high,28.293181818182017,42.60000000000029,12.000000000000043,27.35000000000017,10.352983709743613,630,44,207,11,89,0
traditional,11,0,T1,suburban_high,31.77500000000027,42.60000000000029,15.300000000000129,32.70000000000024,7.708159388196835,654,52,250,11,100,0
traditional,12,0,T1,suburban_high,45.987301587302085,67.70000000000064,15.300000000000129,48.10000000000054,15.006871358036895,602,63,298,11,150,0
traditional,13,0,T1,suburban_high,45.987301587302085,67.70000000000064,15.300000000000129,48.10000000000054,15.006871358036895,552,63,298,11,150,0
traditional,14,0,T1,suburban_high,44.02181818181867,67.70000000000064,2.200000000000152,49.200000000000536,20.947142924375683,503,55,349,11,153,0
traditional,15,0,T1,suburban_high,15.476785714285853,32.80000000000023,2.200000000000152,14.200000000000127,10.894051310420892,571,56,408,15,181,0
traditional,16,0,T1,suburban_high,16.76785714285727,32.80000000000023,2.499999999999991,14.200000000000127,9.874753290640838,617,56,470,16,166,0
traditional,17,0,T1,suburban_high,34.49285714285739,57.90000000000042,5.499999999999904,32.85000000000025,15.302925223896489,703,70,536,16,246,0
traditional,18,0,T1,suburban_high,36.194871794872086,57.90000000000042,5.499999999999904,37.70000000000041,13.1142992758434,686,78,606,16,257,0
traditional,19,0,T1,suburban_high,53.08876404494437,83.00000000000077,15.300000000000132,52.700000000000536,18.920843023491646,452,89,680,16,333,0
traditional,20,0,T1,suburban_high,53.08876404494437,83.00000000000077,15.300000000000132,52.700000000000536,18.920843023491646,500,89,680,16,333,0
traditional,21,0,T1,suburban_high,52.43950617284005,83.00000000000077,2.8000000000001535,55.70000000000062,23.01669109346403,394,81,757,16,336,0
traditional,22,0,T1,suburban_high,23.098717948718132,48.10000000000034,2.8000000000001535,20.800000000000196,15.104741092933462,153,78,842,20,369,0
traditional,23,0,T1,suburban_high,24.03205128205146,48.10000000000034,3.099999999999989,20.800000000000196,14.142294210482081,189,78,930,20,355,0
ai,0,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,170,4,4,0,0,0
ai,1,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,139,4,8,0,0,0
ai,2,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,142,4,8,0,0,0
ai,3,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,138,4,20,0,0,0
ai,4,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,192,4,20,0,0,0
ai,5,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,268,4,20,0,0,0
ai,6,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,308,4,20,0,0,0
ai,7,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,866,4,20,0,0,0
ai,8,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,951,4,20,0,0,0
ai,9,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,187,4,20,0,0,0
ai,10,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,503,4,20,0,0,0
ai,11,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,558,4,20,0,0,0
ai,12,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,645,4,20,0,0,0
ai,13,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,685,4,20,0,0,0
ai,14,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,618,4,20,0,0,0
ai,15,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,619,4,20,0,0,0
ai,16,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,641,4,20,0,0,0
ai,17,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,775,4,20,0,0,0
ai,18,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,790,4,20,0,0,0
ai,19,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,311,4,20,0,0,0
ai,20,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,401,4,20,0,0,0
ai,21,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,389,4,20,0,0,0
ai,22,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,164,4,20,0,0,0
ai,23,0,A1,suburban_high,22.200000000000173,22.300000000000175,22.100000000000172,22.200000000000173,0.10000000000000142,134,4,20,0,0,0
