intersection_id,hour,control_type,vehicle_count,wait_time,emergency_wait_time,fuel_consumption,emissions,cycle_time,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,ai_model_loss,ai_model_val_loss,day
T1,0,traditional,4679,60.20176581993946,15.0,271.8212697398544,750.2267044819981,150,highway,high,936,470,0.0,0.0,,,0
T1,1,traditional,4029,58.404807042691495,15.0,221.71482743282763,509.9441030955035,150,highway,high,860,395,0.0,0.0,,,0
T1,2,traditional,3795,59.072528719566414,15.0,206.36645896647815,474.64285562289973,150,highway,high,741,394,0.0,0.0,,,0
T1,3,traditional,4396,59.38036341352011,15.0,249.47720137657362,573.7975631661193,150,highway,high,924,428,0.0,0.0,,,0
T1,4,traditional,4237,59.388614871727555,15.0,237.95793459880622,547.3032495772543,150,highway,high,839,417,0.0,0.0,,,0
T1,5,traditional,9954,60.427392678567365,15.0,606.5277285134866,1674.016530697223,150,highway,high,2021,962,0.0,0.0,,,0
T1,6,traditional,8609,60.244012388394474,15.0,523.9460073836597,1446.0909803789004,150,highway,high,1766,850,0.0,0.0,,,0
T1,7,traditional,29086,60.10594837239034,15.0,2123.147813761722,5859.887965982352,150,highway,high,5784,2977,0.0,0.0,,,0
T1,8,traditional,27090,60.007002367695215,15.0,1976.5615188797817,5455.309792108197,150,highway,high,5301,2722,0.0,0.0,,,0
T1,9,traditional,8078,59.455198022488645,15.0,587.4385886521559,1351.1087538999584,150,highway,high,1575,803,0.0,0.0,,,0
T1,10,traditional,15314,59.722505313763456,15.0,929.6097638515096,2138.1024568584717,150,highway,high,3084,1505,0.0,0.0,,,0
T1,11,traditional,18505,60.195018469775185,15.0,1126.1998120292178,3108.311481200641,150,highway,high,3699,1789,0.0,0.0,,,0
T1,12,traditional,18172,60.34708585129319,15.0,1106.8622482444018,3054.939805154549,150,highway,high,3625,1831,0.0,0.0,,,0
T1,13,traditional,14419,60.2783792436722,15.0,877.8253474948839,2422.797959085879,150,highway,high,2835,1460,0.0,0.0,,,0
T1,14,traditional,15842,60.20115271167493,15.0,964.1685157426451,2661.1051034497,150,highway,high,3200,1642,0.0,0.0,,,0
T1,15,traditional,17771,60.28758492237513,15.0,1082.1024267433,2986.6026978115074,150,highway,high,3577,1812,0.0,0.0,,,0
T1,16,traditional,23022,59.63286928649319,15.0,1676.2463556469147,3855.3666179879037,150,highway,high,4592,2271,0.0,0.0,,,0
T1,17,traditional,21510,60.09109474137479,15.0,1570.145541363241,4333.601694162545,150,highway,high,4337,2112,0.0,0.0,,,0
T1,18,traditional,23383,60.220491013190966,15.0,1707.9002777831124,4713.80476668139,150,highway,high,4793,2244,0.0,0.0,,,0
T1,19,traditional,13607,60.186052359564336,15.0,828.043337883972,2285.3996125597623,150,highway,high,2603,1426,0.0,0.0,,,0
T1,20,traditional,12719,59.63778734732589,15.0,771.6210289349509,1774.728366550387,150,highway,high,2465,1320,0.0,0.0,,,0
T1,21,traditional,12693,59.93259113852821,15.0,771.3146950585992,1774.0237986347781,150,highway,high,2547,1265,0.0,0.0,,,0
T1,22,traditional,4900,60.155323496468185,15.0,288.87023216786315,797.2818407833022,150,highway,high,989,486,0.0,0.0,,,0
T1,23,traditional,4340,60.20741342088715,15.0,246.7045760199131,680.90462981496,150,highway,high,825,445,0.0,0.0,,,0
T1,0,traditional,4985,60.05757081133383,15.0,295.23649289259384,814.8527203835589,150,highway,high,1019,474,0.0,0.0,,,1
