intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,995,0,28.75892054167167,0.0,126.0,33.54605191440187,92.58710328374916,highway,low,650,143,0.0,0.0,0,,
T1,1,traditional,1147,0,28.85487637441306,0.0,126.0,39.37446919545407,108.67353497945321,highway,low,748,130,0.0,0.0,0,,
T1,2,traditional,1217,0,28.851201648177476,0.0,126.0,42.10231975886176,116.20240253445844,highway,low,716,177,0.0,0.0,0,,
T1,3,traditional,1215,0,29.18510698397122,0.0,126.0,42.15905109173128,116.35898101317832,highway,low,793,127,0.0,0.0,0,,
T1,4,traditional,975,0,31.491615156622945,0.0,126.0,33.67466748017623,92.94208224528639,highway,low,567,131,0.0,0.0,0,,
T1,5,traditional,1877,0,31.82613974202219,0.0,126.0,71.50539510855977,197.35489049962493,highway,low,1376,192,0.0,0.0,0,,
T1,6,traditional,2190,0,38.208455209603905,0.0,180.0,90.71566724664741,250.37524160074682,highway,low,1339,235,0.0,0.0,0,,
T1,7,traditional,5715,0,44.398659788426144,0.0,180.0,381.55374371770574,1053.0883326608678,highway,low,3803,680,0.0,0.0,0,,
T1,8,traditional,7032,0,44.6354413488624,0.0,180.0,470.1851030946757,1297.710884541305,highway,low,3818,1028,0.0,0.0,0,,
T1,9,traditional,1581,0,44.62102788845406,0.0,180.0,80.44210872924793,222.02022009272426,highway,low,982,196,0.0,0.0,0,,
T1,10,traditional,3666,0,37.041940680231875,0.0,180.0,170.86640974092188,471.5912908849443,highway,low,2739,547,0.0,0.0,0,,
T1,11,traditional,3719,0,37.181261417726446,0.0,180.0,174.24268808777697,480.90981912226437,highway,low,2025,518,0.0,0.0,0,,
T1,12,traditional,4011,0,37.662931436089394,0.0,180.0,193.10440439159933,532.9681561208141,highway,low,2356,522,0.0,0.0,0,,
T1,13,traditional,4365,0,37.27480228070809,0.0,180.0,215.4292682107723,594.5847802617315,highway,low,3135,478,0.0,0.0,0,,
T1,14,traditional,3525,0,37.27894649781006,0.0,180.0,162.72623392921753,449.1244056446404,highway,low,2619,415,0.0,0.0,0,,
T1,15,traditional,3410,0,37.15175191722425,0.0,180.0,155.85557939541542,430.1613991313465,highway,low,1772,366,0.0,0.0,0,,
T1,16,traditional,4621,0,43.96280377435265,0.0,180.0,307.73482876125365,849.3481273810601,highway,low,3461,511,0.0,0.0,0,,
