intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,emergency_preemption_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,50,2,0,19.14159032726488,3.925897205122879,70.0,1.3522251292887595,3.7321413568369755,suburban,low,31,5,0.0,0.0,0,,
T1,1,traditional,37,0,0,18.397484347575002,0.0,70.0,0.9462116779777385,2.611544231218558,suburban,low,21,3,0.0,0.0,0,,
T1,2,traditional,48,0,0,20.523057331680878,0.0,70.0,1.247765859975213,3.443833773531588,suburban,low,31,6,0.0,0.0,0,,
T1,3,traditional,36,0,0,18.880600870740782,0.0,70.0,0.8991106396216857,2.481545365355852,suburban,low,22,4,0.0,0.0,0,,
T1,4,traditional,40,0,0,22.341148286121335,0.0,70.0,1.1221920462656905,3.097250047693305,suburban,low,22,5,0.0,0.0,0,,
T1,5,traditional,88,0,0,20.128565248836882,0.0,70.0,2.3518477622394225,6.491099823780805,suburban,low,56,10,0.0,0.0,0,,
T1,6,traditional,85,0,0,27.640590810623053,0.0,100.0,2.5037982768326654,6.910483244058156,suburban,low,60,9,0.0,0.0,0,,
T1,7,traditional,201,0,0,46.35786741264303,0.0,130.0,8.85525509908133,24.440504073464467,suburban,low,114,24,0.0,0.0,0,,
T1,8,traditional,203,0,0,46.64743025300627,0.0,130.0,8.913781105114,24.602035850114635,suburban,low,110,29,0.0,0.0,0,,
T1,9,traditional,92,0,0,36.54285168935731,0.0,100.0,3.6001084897155016,9.936299431614783,suburban,low,54,11,0.0,0.0,0,,
T1,10,traditional,183,0,0,33.28888803886349,0.0,110.00000000000001,5.841352171518208,16.12213199339025,suburban,low,136,22,0.0,0.0,0,,
T1,11,traditional,155,0,0,32.42642392216496,0.0,110.00000000000001,4.895726149435433,13.512204172441793,suburban,low,85,17,0.0,0.0,0,,
T1,12,traditional,163,0,0,32.82070474655981,0.0,110.00000000000001,5.15549060902722,14.229154080915126,suburban,low,84,19,0.0,0.0,0,,
T1,13,traditional,143,0,0,29.32983629062763,0.0,110.00000000000001,4.339049784588542,11.975777405464376,suburban,low,101,20,0.0,0.0,0,,
T1,14,traditional,136,0,0,32.04250010971349,0.0,110.00000000000001,4.229129907610656,11.67239854500541,suburban,low,78,13,0.0,0.0,0,,
T1,15,traditional,165,0,0,31.28248286367019,0.0,100.0,5.16052328382834,14.243044263366215,suburban,low,110,22,0.0,0.0,0,,
