intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,emergency_preemption_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,119,1,0,17.74119313920405,3.7756183677982813,70.0,3.1233125346662534,8.620342595678858,suburban,medium,67,12,0.0,0.0,0,,
T1,1,traditional,153,0,0,14.24952995161098,0.0,70.0,3.9039741150926464,10.774968557655704,suburban,medium,76,17,0.0,0.0,0,,
T1,2,traditional,170,0,0,17.344820788830127,0.0,70.0,4.589700001808925,12.667572004992634,suburban,medium,95,23,0.0,0.0,0,,
T1,3,traditional,165,0,0,18.55810651379121,0.0,70.0,4.474043179752369,12.348359176116539,suburban,medium,115,18,0.0,0.0,0,,
T1,4,traditional,108,0,0,17.679035631682755,0.0,70.0,2.8270704399825597,7.802714414351863,suburban,medium,54,11,0.0,0.0,0,,
T1,5,traditional,328,0,0,21.456682720293788,0.0,70.0,9.460616613048442,26.111301852013696,suburban,medium,182,36,0.0,0.0,0,,
T1,6,traditional,248,0,0,28.012225198603076,0.0,100.0,7.5761991299757385,20.910309598733036,suburban,medium,125,36,0.0,0.0,0,,
T1,7,traditional,1076,0,0,44.21069894493331,0.0,130.0,52.776729721491144,145.66377403131554,suburban,medium,600,141,0.0,0.0,0,,
T1,8,traditional,889,0,0,44.78053170802818,0.0,130.0,42.68085899761541,117.79917083341851,suburban,medium,499,94,0.0,0.0,0,,
T1,9,traditional,217,0,0,38.79749348311957,0.0,100.0,8.91477974397976,24.604792093384138,suburban,medium,121,28,0.0,0.0,0,,
T1,10,traditional,654,0,0,31.211864094463078,0.0,110.00000000000001,22.04759552594735,60.85136365161468,suburban,medium,472,74,0.0,0.0,0,,
T1,11,traditional,673,0,0,31.533346759619718,0.0,110.00000000000001,22.78629519413072,62.89017473580078,suburban,medium,370,83,0.0,0.0,0,,
T1,12,traditional,497,0,0,32.51888127158565,0.0,110.00000000000001,16.593400421237583,45.79778516261572,suburban,medium,259,73,0.0,0.0,0,,
T1,13,traditional,784,0,0,31.05682105989824,0.0,110.00000000000001,26.862372435327273,74.14014792150327,suburban,medium,437,82,0.0,0.0,0,,
T1,14,traditional,565,0,0,31.85059884986577,0.0,110.00000000000001,18.92278552279921,52.22688804292581,suburban,medium,414,80,0.0,0.0,0,,
T1,15,traditional,374,0,0,30.164606715641256,0.0,100.0,11.985215514912763,33.07919482115922,suburban,medium,187,43,0.0,0.0,0,,
T1,16,traditional,908,0,0,43.22317592221148,0.0,140.0,43.162895558668154,119.12959174192409,suburban,medium,494,106,0.0,0.0,0,,
T1,17,traditional,807,0,0,45.12587026309299,0.0,140.0,38.46888997911614,106.17413634236054,suburban,medium,503,105,0.0,0.0,0,,
T1,18,traditional,759,0,0,44.92363560957316,0.0,140.0,35.81747191964278,98.85622249821407,suburban,medium,524,89,0.0,0.0,0,,
T1,19,traditional,362,0,0,32.022312873522004,0.0,90.0,11.802143014259462,32.57391471935611,suburban,medium,216,37,0.0,0.0,0,,
T1,20,traditional,461,0,0,26.714410543213866,0.0,90.0,14.451298631570978,39.88558422313589,suburban,medium,310,67,0.0,0.0,0,,
T1,21,traditional,323,0,0,23.147397609741187,0.0,90.0,9.497090925879995,26.211970955428786,suburban,medium,237,33,0.0,0.0,0,,
T1,22,traditional,117,0,0,17.344715358316765,0.0,70.0,3.087323655151869,8.521013288219157,suburban,medium,66,15,0.0,0.0,0,,
T1,23,traditional,134,0,0,16.992749634624147,0.0,70.0,3.5452779895520927,9.784967251163774,suburban,medium,89,15,0.0,0.0,0,,
