control_type,hour,day,intersection_id,intersection_type,wait_time,wait_time_max,wait_time_min,wait_time_median,wait_time_std,vehicle_count,vehicles_waited,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits
traditional,0,0,T1,suburban_low,0.0,0.0,inf,0.0,0.0,39,0,0,0,0,0
traditional,1,0,T1,suburban_low,2.0749999999999926,2.199999999999992,1.999999999999993,1.999999999999993,0.09682458365518506,55,8,8,4,0,0
traditional,2,0,T1,suburban_low,6.993750000000013,12.300000000000031,1.999999999999993,6.800000000000013,4.927533453717,40,16,20,11,1,0
traditional,3,0,T1,suburban_low,20.417391304347944,27.300000000000157,11.400000000000034,22.900000000000173,6.514375553104201,53,23,35,11,13,0
traditional,4,0,T1,suburban_low,29.0096774193551,37.400000000000375,21.500000000000178,27.100000000000158,5.530755932624861,42,31,55,11,25,0
traditional,5,0,T1,suburban_low,39.62820512820556,52.40000000000052,25.100000000000342,37.400000000000375,9.763221114059974,108,39,78,11,44,0
traditional,6,0,T1,suburban_low,39.62820512820556,52.40000000000052,25.100000000000342,37.400000000000375,9.763221114059974,101,39,78,11,44,0
traditional,7,0,T1,suburban_low,33.46451612903265,52.40000000000052,1.6000000000001435,42.60000000000046,20.22026368461976,232,31,106,11,48,0
traditional,8,0,T1,suburban_low,8.340000000000085,17.500000000000114,1.6000000000001435,7.500000000000057,6.317603523941224,214,35,141,15,63,0
traditional,9,0,T1,suburban_low,10.70588235294124,17.500000000000114,1.8999999999999932,12.70000000000004,5.503044140263555,91,34,179,12,49,0
traditional,10,0,T1,suburban_low,28.142222222222422,42.60000000000029,12.000000000000043,27.700000000000166,10.393833404452273,171,45,221,12,92,0
traditional,11,0,T1,suburban_low,31.56415094339649,42.60000000000029,15.300000000000129,32.600000000000236,7.946379128901155,117,53,267,12,103,0
traditional,12,0,T1,suburban_low,45.86093750000049,67.70000000000064,15.300000000000129,47.90000000000054,15.20904970309118,169,64,316,12,156,0
traditional,13,0,T1,suburban_low,45.86093750000049,67.70000000000064,15.300000000000129,47.90000000000054,15.20904970309118,141,64,316,12,156,0
traditional,14,0,T1,suburban_low,43.9285714285719,67.70000000000064,2.200000000000152,49.100000000000534,20.969618450491442,176,56,370,12,159,0
traditional,15,0,T1,suburban_low,15.442105263158032,32.80000000000023,2.200000000000152,14.10000000000013,10.87004490651363,136,57,430,16,186,0
traditional,16,0,T1,suburban_low,16.632758620689778,32.80000000000023,2.499999999999991,14.10000000000013,9.824518728776614,271,58,496,16,173,0
traditional,17,0,T1,suburban_low,33.957534246575584,57.90000000000042,5.499999999999904,33.40000000000025,15.49753774352059,235,73,564,16,256,0
traditional,18,0,T1,suburban_low,35.97283950617313,57.90000000000042,5.499999999999904,37.70000000000041,13.234784064016997,181,81,638,16,268,0
traditional,19,0,T1,suburban_low,52.876086956522286,83.00000000000077,15.300000000000132,52.700000000000536,18.828478485512345,109,92,714,16,346,0
traditional,20,0,T1,suburban_low,52.876086956522286,83.00000000000077,15.300000000000132,52.700000000000536,18.828478485512345,146,92,714,16,346,0
traditional,21,0,T1,suburban_low,51.80119047619102,83.00000000000077,2.8000000000001535,54.650000000000574,23.363145040893432,127,84,796,16,350,0
traditional,22,0,T1,suburban_low,22.981250000000188,48.10000000000034,2.8000000000001535,20.800000000000196,15.072873761745075,30,80,883,19,378,0
traditional,23,0,T1,suburban_low,24.135443037974856,48.10000000000034,3.099999999999989,20.800000000000196,14.052523877772495,44,79,976,18,362,0
traditional,0,1,T1,suburban_low,0.0,0.0,inf,0.0,0.0,27,0,0,0,0,0
traditional,1,1,T1,suburban_low,1.7666666666666604,1.999999999999993,1.2999999999999954,1.999999999999993,0.329983164553721,53,6,6,4,0,0
traditional,2,1,T1,suburban_low,7.01666666666668,12.300000000000031,1.2999999999999954,7.050000000000012,5.255446909847194,58,12,15,8,2,0
traditional,3,1,T1,suburban_low,20.665000000000123,27.100000000000158,12.100000000000032,22.550000000000175,5.830889726276828,51,20,29,8,12,0
