control_type,hour,wait_time,wait_time_max,wait_time_min,wait_time_median,wait_time_std
ai,0,16.6846666666668,16.924000000000134,inf,16.72400000000013,0.2390252756960899
ai,1,14.143428571428666,17.060000000000134,inf,14.3920000000001,2.870941055968842
ai,2,14.202928571428668,17.140000000000136,inf,14.448000000000102,2.890724750014959
ai,3,14.242428571428668,17.188000000000137,inf,14.500000000000103,2.878431296652666
ai,4,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,5,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,6,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,7,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,8,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,9,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,10,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,11,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,12,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,13,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,14,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,15,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,16,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,17,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,18,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,19,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,20,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,21,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,22,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
ai,23,14.26092857142867,17.204000000000136,inf,14.530000000000102,2.88274134560225
traditional,0,0.0,0.0,inf,0.0,0.0
traditional,1,1.8199047619047553,2.167999999999992,1.3839999999999952,1.915999999999993,0.3303927855697348
traditional,2,6.810868498168511,12.44000000000003,1.3839999999999952,6.250000000000011,5.07998790761356
traditional,3,20.579636427036093,27.268000000000157,11.428000000000033,22.682000000000176,6.218402257400465
traditional,4,28.684722288286483,37.540000000000376,21.584000000000177,27.010000000000158,5.54902492425649
traditional,5,39.83045210427359,52.36800000000052,25.100000000000342,40.30200000000043,9.636740668200448
traditional,6,39.83045210427359,52.36800000000052,25.100000000000342,40.30200000000043,9.636740668200448
traditional,7,34.27249913234028,52.36800000000052,1.6280000000001433,44.896000000000505,19.726598172059525
traditional,8,8.491128703142788,17.468000000000114,1.6120000000001375,7.30600000000006,6.117389142164087
traditional,9,10.713383115719473,17.468000000000114,1.955999999999993,12.446000000000083,5.222324174728551
traditional,10,27.90216718318644,42.568000000000296,12.028000000000043,27.70000000000017,10.388965647288803
traditional,11,31.627517320965982,42.568000000000296,15.30000000000013,32.574000000000275,7.771241112160885
traditional,12,45.628337803411696,67.66800000000065,15.30000000000013,47.74400000000054,15.146771472506332
traditional,13,45.628337803411696,67.66800000000065,15.30000000000013,47.74400000000054,15.146771472506332
traditional,14,43.23782198023989,67.66800000000065,2.228000000000152,49.15600000000053,21.246063789935334
traditional,15,15.414612574753946,32.768000000000235,2.228000000000152,14.320000000000125,10.776648480134718
traditional,16,16.789920668887607,32.768000000000235,2.5559999999999907,14.236000000000121,9.649527394660092
traditional,17,33.97971035900125,57.86800000000042,5.499999999999904,33.04200000000025,15.500798890757412
traditional,18,35.969556246697564,57.86800000000042,5.499999999999904,37.60000000000038,13.277193365691785
traditional,19,52.68224719640923,82.96800000000077,15.300000000000132,53.26000000000054,19.072835942901637
traditional,20,52.68224719640923,82.96800000000077,15.300000000000132,53.26000000000054,19.072835942901637
traditional,21,51.582303208387856,82.96800000000077,2.828000000000153,54.80600000000059,23.487105671814835
traditional,22,22.87570401304864,48.068000000000346,2.8120000000001473,20.82800000000019,15.114166402742285
traditional,23,23.92830489412219,48.068000000000346,3.1279999999999886,20.82800000000019,14.084031788201822
