control_type,hour,day,intersection_id,intersection_type,wait_time,wait_time_max,wait_time_min,wait_time_median,wait_time_std,vehicle_count,vehicles_waited,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits
traditional,0,0,T1,highway_medium,0.0,0.0,inf,0.0,0.0,2286,0,0,0,0,0
traditional,1,0,T1,highway_medium,1.9571428571428502,2.199999999999992,1.2999999999999954,1.999999999999993,0.2821202522590204,3063,7,7,4,0,0
traditional,2,0,T1,highway_medium,7.386666666666681,12.300000000000031,1.2999999999999954,11.400000000000034,5.086959362483227,2752,15,18,9,3,0
traditional,3,0,T1,highway_medium,20.066666666666773,27.300000000000157,11.400000000000034,22.400000000000176,6.485906577108932,2720,21,31,9,12,0
traditional,4,0,T1,highway_medium,29.33103448275889,37.400000000000375,21.500000000000178,27.100000000000158,5.637687435420786,2901,29,50,9,24,0
traditional,5,0,T1,highway_medium,39.072972972973396,52.40000000000052,25.100000000000342,37.400000000000375,9.6747553540869,4507,37,71,9,41,0
traditional,6,0,T1,highway_medium,39.072972972973396,52.40000000000052,25.100000000000342,37.400000000000375,9.6747553540869,5243,37,71,9,41,0
traditional,7,0,T1,highway_medium,32.34827586206935,52.40000000000052,1.6000000000001435,42.40000000000046,20.290198426820986,15770,29,98,9,45,0
traditional,8,0,T1,highway_medium,8.196875000000091,17.500000000000114,1.6000000000001435,6.800000000000061,6.126810159811976,15461,32,130,12,58,0
traditional,9,0,T1,highway_medium,10.656666666666732,17.500000000000114,1.8999999999999932,12.60000000000013,5.371944609625954,4925,30,167,10,42,0
traditional,10,0,T1,highway_medium,27.833333333333524,42.60000000000029,12.000000000000043,27.700000000000166,10.161263201062726,9932,42,207,10,82,0
traditional,11,0,T1,highway_medium,31.022000000000258,42.60000000000029,15.300000000000129,32.05000000000028,7.9662862112781845,11870,50,252,10,92,0
traditional,12,0,T1,highway_medium,44.95000000000048,67.70000000000064,15.300000000000129,47.20000000000054,15.185453034762311,9535,62,300,10,144,0
traditional,13,0,T1,highway_medium,44.95000000000048,67.70000000000064,15.300000000000129,47.20000000000054,15.185453034762311,9382,62,300,10,144,0
traditional,14,0,T1,highway_medium,43.44444444444492,67.70000000000064,2.200000000000152,49.00000000000054,20.32816570641978,12444,54,353,10,146,0
traditional,15,0,T1,highway_medium,15.283018867924662,32.80000000000023,2.200000000000152,14.10000000000013,10.572440782240639,9125,53,412,14,170,0
traditional,16,0,T1,highway_medium,16.34909090909103,32.80000000000023,2.499999999999991,14.10000000000013,9.50620606335723,11161,55,477,15,159,0
traditional,17,0,T1,highway_medium,33.16760563380306,57.90000000000042,5.499999999999904,32.50000000000025,15.325903457944202,12826,71,544,15,242,0
traditional,18,0,T1,highway_medium,35.313924050633204,57.90000000000042,5.499999999999904,37.40000000000032,13.14005119325352,12734,79,617,15,254,0
traditional,19,0,T1,highway_medium,51.720879120879665,83.00000000000077,15.300000000000132,52.700000000000536,18.842024088579905,6891,91,692,15,333,0
traditional,20,0,T1,highway_medium,51.720879120879665,83.00000000000077,15.300000000000132,52.700000000000536,18.842024088579905,6117,91,692,15,333,0
traditional,21,0,T1,highway_medium,50.52168674698849,83.00000000000077,2.8000000000001535,53.600000000000534,23.33334161430449,6883,83,773,15,337,0
traditional,22,0,T1,highway_medium,22.252564102564286,48.10000000000034,2.8000000000001535,20.800000000000196,14.821170966222487,2768,78,858,19,360,0
traditional,23,0,T1,highway_medium,23.28461538461556,48.10000000000034,3.099999999999989,20.800000000000196,13.795364112843137,2506,78,951,19,344,0
traditional,0,1,T1,highway_medium,0.0,0.0,inf,0.0,0.0,2510,0,0,0,0,0
traditional,1,1,T1,highway_medium,1.9285714285714217,2.199999999999992,1.2999999999999954,1.999999999999993,0.26572964625340295,2754,7,7,3,0,0
traditional,2,1,T1,highway_medium,7.240000000000014,12.300000000000031,1.2999999999999954,11.400000000000034,4.979665316732326,2265,15,19,10,1,0
traditional,3,1,T1,highway_medium,20.18260869565229,27.300000000000157,11.400000000000034,22.400000000000176,6.345875221365649,2739,23,34,10,12,0
traditional,4,1,T1,highway_medium,28.870967741935747,37.400000000000375,21.500000000000178,27.100000000000158,5.647391264622492,2417,31,54,10,24,0
traditional,5,1,T1,highway_medium,39.53589743589787,52.40000000000052,25.100000000000342,37.400000000000375,9.596807353182486,5111,39,77,10,43,0
traditional,6,1,T1,highway_medium,39.53589743589787,52.40000000000052,25.100000000000342,37.400000000000375,9.596807353182486,5305,39,77,10,43,0
traditional,7,1,T1,highway_medium,33.31290322580685,52.40000000000052,1.6000000000001435,42.60000000000046,20.097468014741168,15300,31,105,10,47,0
traditional,8,1,T1,highway_medium,8.262857142857232,17.500000000000114,1.6000000000001435,7.500000000000057,6.0899488956000845,16058,35,140,14,62,0
traditional,9,1,T1,highway_medium,10.651428571428637,17.500000000000114,1.8999999999999932,12.400000000000126,5.181581194333427,6176,35,180,12,48,0
traditional,10,1,T1,highway_medium,27.710869565217582,42.60000000000029,12.000000000000043,27.700000000000166,10.440665234945806,10161,46,222,12,91,0
traditional,11,1,T1,highway_medium,31.61481481481508,42.60000000000029,15.300000000000129,32.80000000000024,7.782016481687951,9994,54,270,12,103,0
traditional,12,1,T1,highway_medium,45.69692307692356,67.70000000000064,15.300000000000129,47.20000000000054,15.036406784670564,10345,65,319,12,156,0
traditional,13,1,T1,highway_medium,45.69692307692356,67.70000000000064,15.300000000000129,47.20000000000054,15.036406784670564,11168,65,319,12,156,0
traditional,14,1,T1,highway_medium,43.147368421053095,67.70000000000064,2.200000000000152,49.200000000000536,21.443439312900065,10932,57,375,12,160,0
traditional,15,1,T1,highway_medium,15.224137931034617,32.80000000000023,2.200000000000152,14.200000000000127,10.738495212517085,10790,58,436,16,187,0
traditional,16,1,T1,highway_medium,16.72631578947381,32.80000000000023,2.499999999999991,14.300000000000125,9.67997619099207,12864,57,503,14,172,0
traditional,17,1,T1,highway_medium,34.28472222222247,57.90000000000042,5.499999999999904,33.40000000000025,15.28849113006103,11896,72,572,14,255,0
traditional,18,1,T1,highway_medium,35.98734177215218,57.90000000000042,5.499999999999904,37.40000000000032,13.283685311895688,12683,79,646,14,266,0
traditional,19,1,T1,highway_medium,52.851648351648905,83.00000000000077,15.300000000000132,53.600000000000534,19.121372672675438,7127,91,723,14,347,0
traditional,20,1,T1,highway_medium,52.851648351648905,83.00000000000077,15.300000000000132,53.600000000000534,19.121372672675438,6972,91,723,14,347,0
traditional,21,1,T1,highway_medium,51.98095238095293,83.00000000000077,2.8000000000001535,54.650000000000574,23.033239315795203,6613,84,804,14,350,0
traditional,22,1,T1,highway_medium,23.29873417721538,48.10000000000034,2.8000000000001535,20.800000000000196,14.851394629741973,2780,79,892,18,375,0
traditional,23,1,T1,highway_medium,24.100000000000176,48.10000000000034,3.099999999999989,20.800000000000196,13.831874421061059,2379,80,984,19,361,0
traditional,0,2,T1,highway_medium,0.0,0.0,inf,0.0,0.0,2457,0,0,0,0,0
traditional,1,2,T1,highway_medium,1.5874999999999944,2.199999999999992,1.2999999999999954,1.2999999999999954,0.37562448003291665,2599,8,8,4,0,0
traditional,2,2,T1,highway_medium,6.806250000000014,12.300000000000031,1.2999999999999954,6.800000000000013,5.23204892346203,2602,16,20,11,1,0
traditional,3,2,T1,highway_medium,20.300000000000114,27.300000000000157,11.400000000000034,22.400000000000176,6.292991270487791,2319,23,35,11,12,0
traditional,4,2,T1,highway_medium,28.833333333333595,37.400000000000375,21.500000000000178,26.400000000000162,5.678340915756678,2657,30,54,11,24,0
traditional,5,2,T1,highway_medium,39.69729729729773,52.40000000000052,25.100000000000342,37.400000000000375,9.793116349279973,5467,37,76,11,43,0
traditional,6,2,T1,highway_medium,39.69729729729773,52.40000000000052,25.100000000000342,37.400000000000375,9.793116349279973,6165,37,76,11,43,0
traditional,7,2,T1,highway_medium,33.076666666667066,52.40000000000052,1.6000000000001435,44.6000000000005,20.32852976046789,16807,30,103,11,47,0
traditional,8,2,T1,highway_medium,8.560606060606151,17.500000000000114,1.6000000000001435,7.70000000000006,6.138795627311835,13529,33,135,14,61,0
traditional,9,2,T1,highway_medium,11.048484848484916,17.500000000000114,2.5999999999999908,12.60000000000013,5.050299793808939,4917,33,174,12,47,0
traditional,10,2,T1,highway_medium,27.672727272727467,42.60000000000029,12.000000000000043,27.700000000000166,10.669100746726667,10397,44,213,12,88,0
traditional,11,2,T1,highway_medium,31.73269230769258,42.60000000000029,15.300000000000129,32.85000000000028,7.876784807605599,11319,52,260,12,100,0
traditional,12,2,T1,highway_medium,45.579365079365566,67.70000000000064,15.300000000000129,47.90000000000054,14.945394350611574,10216,63,307,12,149,0
traditional,13,2,T1,highway_medium,45.579365079365566,67.70000000000064,15.300000000000129,47.90000000000054,14.945394350611574,10532,63,307,12,149,0
traditional,14,2,T1,highway_medium,42.92000000000047,67.70000000000064,2.200000000000152,49.00000000000054,21.557908483473668,9801,55,362,12,153,0
traditional,15,2,T1,highway_medium,15.267272727272863,32.80000000000023,2.200000000000152,14.10000000000013,10.925284344882304,11126,55,420,16,180,0
traditional,16,2,T1,highway_medium,16.78909090909103,32.80000000000023,2.499999999999991,14.10000000000013,9.730022381124908,10605,55,487,15,165,0
traditional,17,2,T1,highway_medium,33.911428571428814,57.90000000000042,5.499999999999904,32.85000000000025,15.390930008632239,15753,70,553,15,243,0
traditional,18,2,T1,highway_medium,35.985897435897726,57.90000000000042,5.499999999999904,37.70000000000041,13.039739304053914,14168,78,628,15,255,0
traditional,19,2,T1,highway_medium,52.208888888889426,83.00000000000077,15.300000000000132,53.05000000000054,19.12862685694154,7360,90,702,15,333,0
traditional,20,2,T1,highway_medium,52.208888888889426,83.00000000000077,15.300000000000132,53.05000000000054,19.12862685694154,8226,90,702,15,333,0
traditional,21,2,T1,highway_medium,51.064634146342,83.00000000000077,2.8000000000001535,53.600000000000534,23.67025699753966,6234,82,785,15,337,0
traditional,22,2,T1,highway_medium,22.570512820513006,48.10000000000034,2.8000000000001535,20.800000000000196,15.139099564850419,2933,78,870,18,366,0
traditional,23,2,T1,highway_medium,23.63333333333351,48.10000000000034,3.099999999999989,20.800000000000196,14.07928708373858,2695,78,965,18,350,0
traditional,0,3,T1,highway_medium,0.0,0.0,inf,0.0,0.0,2530,0,0,0,0,0
traditional,1,3,T1,highway_medium,1.9285714285714217,2.199999999999992,1.2999999999999954,1.999999999999993,0.26572964625340295,2689,7,7,4,0,0
traditional,2,3,T1,highway_medium,7.007142857142871,12.300000000000031,1.2999999999999954,6.800000000000013,5.086321191716692,2810,14,18,9,2,0
traditional,3,3,T1,highway_medium,20.60909090909103,27.300000000000157,11.400000000000034,22.650000000000176,6.136175081278229,2692,22,33,9,13,0
traditional,4,3,T1,highway_medium,28.636666666666926,37.400000000000375,21.500000000000178,27.100000000000158,5.618035441524289,2642,30,52,9,24,0
traditional,5,3,T1,highway_medium,39.61315789473727,52.40000000000052,25.100000000000342,39.55000000000042,9.691373566561639,4647,38,75,9,43,0
traditional,6,3,T1,highway_medium,39.61315789473727,52.40000000000052,25.100000000000342,39.55000000000042,9.691373566561639,5845,38,75,9,43,0
traditional,7,3,T1,highway_medium,34.366666666667065,52.40000000000052,1.6000000000001435,44.6000000000005,19.497629485544174,14286,30,101,9,46,0
traditional,8,3,T1,highway_medium,8.40882352941185,17.500000000000114,1.6000000000001435,7.600000000000058,6.086115715156113,16461,34,136,13,61,0
traditional,9,3,T1,highway_medium,10.551428571428636,17.500000000000114,1.8999999999999932,12.000000000000043,5.2540254732414295,5390,35,174,14,47,0
traditional,10,3,T1,highway_medium,27.548936170212958,42.60000000000029,12.000000000000043,27.00000000000017,10.359883190428926,9629,47,217,14,90,0
traditional,11,3,T1,highway_medium,31.418181818182088,42.60000000000029,15.300000000000129,32.80000000000024,7.781285028465145,12080,55,263,14,102,0
traditional,12,3,T1,highway_medium,45.384848484848966,67.70000000000064,15.300000000000129,47.90000000000054,15.115086206755599,9317,66,313,14,157,0
traditional,13,3,T1,highway_medium,45.384848484848966,67.70000000000064,15.300000000000129,47.90000000000054,15.115086206755599,7847,66,313,14,157,0
traditional,14,3,T1,highway_medium,42.824137931034954,67.70000000000064,2.200000000000152,49.05000000000054,21.404143252996043,11012,58,367,14,161,0
traditional,15,3,T1,highway_medium,15.193103448276002,32.80000000000023,2.200000000000152,14.150000000000126,10.75154940027442,8943,58,429,18,187,0
traditional,16,3,T1,highway_medium,16.64827586206909,32.80000000000023,2.499999999999991,14.150000000000126,9.604349614112795,12966,58,495,16,173,0
traditional,17,3,T1,highway_medium,33.718918918919165,57.90000000000042,5.499999999999904,32.50000000000025,15.428568409142576,12317,74,565,16,259,0
traditional,18,3,T1,highway_medium,35.73048780487834,57.90000000000042,5.499999999999904,37.70000000000041,13.238402094133257,13943,82,639,16,271,0
traditional,19,3,T1,highway_medium,52.64731182795752,83.00000000000077,15.300000000000132,53.40000000000053,18.883101573412194,6754,93,716,16,352,0
traditional,20,3,T1,highway_medium,52.64731182795752,83.00000000000077,15.300000000000132,53.40000000000053,18.883101573412194,7240,93,716,16,352,0
traditional,21,3,T1,highway_medium,51.56588235294169,83.00000000000077,2.8000000000001535,53.600000000000534,23.341392432587455,5203,85,798,16,356,0
traditional,22,3,T1,highway_medium,22.81234567901253,48.10000000000034,2.8000000000001535,20.800000000000196,14.95342054032514,3059,81,886,20,383,0
traditional,23,3,T1,highway_medium,23.83580246913598,48.10000000000034,3.7999999999999865,20.800000000000196,13.906196404125772,2410,81,980,20,367,0
traditional,0,4,T1,highway_medium,0.0,0.0,inf,0.0,0.0,2845,0,0,0,0,0
traditional,1,4,T1,highway_medium,1.987499999999993,2.199999999999992,1.2999999999999954,1.999999999999993,0.2758509561339229,2623,8,8,4,0,0
traditional,2,4,T1,highway_medium,6.925000000000013,12.300000000000031,1.2999999999999954,6.800000000000013,4.9480425422585235,2781,16,20,12,0,0
traditional,3,4,T1,highway_medium,20.426086956521853,27.300000000000157,11.400000000000034,22.900000000000173,6.523950349776765,2683,23,35,12,12,0
traditional,4,4,T1,highway_medium,29.160000000000256,37.400000000000375,21.500000000000178,27.20000000000016,5.520784968341685,2521,30,54,12,23,0
traditional,5,4,T1,highway_medium,40.002631578947806,52.40000000000052,25.100000000000342,39.55000000000042,9.59167640366836,5053,38,77,12,42,0
traditional,6,4,T1,highway_medium,40.002631578947806,52.40000000000052,25.100000000000342,39.55000000000042,9.59167640366836,5362,38,77,12,42,0
traditional,7,4,T1,highway_medium,33.441935483871355,52.40000000000052,1.6000000000001435,42.60000000000046,20.23618244938695,16260,31,104,12,47,0
traditional,8,4,T1,highway_medium,8.582352941176561,17.500000000000114,1.6000000000001435,7.150000000000059,6.252315833928855,17817,34,138,16,62,0
traditional,9,4,T1,highway_medium,11.082352941176538,17.500000000000114,2.5999999999999908,12.70000000000004,5.176046105590411,4459,34,176,13,49,0
traditional,10,4,T1,highway_medium,27.730434782608885,42.60000000000029,12.000000000000043,27.700000000000166,10.564848803733469,10820,46,218,13,91,0
traditional,11,4,T1,highway_medium,31.73773584905687,42.60000000000029,15.300000000000129,32.600000000000236,8.007478259799937,12022,53,263,13,102,0
traditional,12,4,T1,highway_medium,45.707812500000486,67.70000000000064,15.300000000000129,47.20000000000054,15.236031560575343,9056,64,312,13,156,0
traditional,13,4,T1,highway_medium,45.707812500000486,67.70000000000064,15.300000000000129,47.20000000000054,15.236031560575343,10565,64,312,13,156,0
traditional,14,4,T1,highway_medium,42.81403508771976,67.70000000000064,2.200000000000152,49.00000000000054,21.596072081101,10113,57,364,13,161,0
traditional,15,4,T1,highway_medium,15.298245614035224,32.80000000000023,2.200000000000152,14.10000000000013,10.950935091501167,9440,57,425,17,186,0
traditional,16,4,T1,highway_medium,16.729824561403632,32.80000000000023,2.499999999999991,14.10000000000013,9.846416480785411,12897,57,489,16,171,0
traditional,17,4,T1,highway_medium,33.8305555555558,57.90000000000042,5.499999999999904,32.50000000000025,15.682329394797126,15054,72,557,16,256,0
traditional,18,4,T1,highway_medium,35.89500000000029,57.90000000000042,5.499999999999904,37.40000000000032,13.407608847218173,14068,80,629,16,268,0
traditional,19,4,T1,highway_medium,52.61208791208845,83.00000000000077,15.300000000000132,53.40000000000053,19.11066002025729,6935,91,704,16,347,0
traditional,20,4,T1,highway_medium,52.61208791208845,83.00000000000077,15.300000000000132,53.40000000000053,19.11066002025729,7186,91,704,16,347,0
traditional,21,4,T1,highway_medium,51.48795180722945,83.00000000000077,2.8000000000001535,53.600000000000534,23.659921872944373,7991,83,784,16,351,0
traditional,22,4,T1,highway_medium,22.616250000000186,48.10000000000034,2.8000000000001535,20.800000000000196,15.278828847051832,2846,80,871,20,376,0
traditional,23,4,T1,highway_medium,23.672500000000174,48.10000000000034,3.099999999999989,20.800000000000196,14.235562642551342,2603,80,963,20,360,0
ai,0,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,2673,0,0,0,0,0
ai,1,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,2634,0,0,0,0,0
ai,2,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,2296,0,0,0,0,0
ai,3,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,2618,0,0,0,0,0
ai,4,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,2984,0,0,0,0,0
ai,5,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,5001,0,0,0,0,0
ai,6,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,5152,0,0,0,0,0
ai,7,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,14465,0,0,0,0,0
ai,8,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,17419,0,0,0,0,0
ai,9,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,5249,0,0,0,0,0
ai,10,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,13446,0,0,0,0,0
ai,11,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,11706,0,0,0,0,0
ai,12,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,9709,0,0,0,0,0
ai,13,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,7579,0,0,0,0,0
ai,14,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,10088,0,0,0,0,0
ai,15,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,10137,0,0,0,0,0
ai,16,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,14344,0,0,0,0,0
ai,17,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,12532,0,0,0,0,0
ai,18,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,12762,0,0,0,0,0
ai,19,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,4906,0,0,0,0,0
ai,20,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,6753,0,0,0,0,0
ai,21,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,6978,0,0,0,0,0
ai,22,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,2335,0,0,0,0,0
ai,23,0,A1,highway_medium,0.0,0.0,inf,0.0,0.0,2681,0,0,0,0,0
ai,0,1,A1,highway_medium,21.975000000000172,22.300000000000175,21.400000000000176,22.100000000000172,0.34186985827943245,2409,4,4,0,0,0
ai,1,1,A1,highway_medium,14.825000000000072,22.70000000000018,6.599999999999966,14.650000000000073,7.65877764398482,2589,8,16,0,4,0
ai,2,1,A1,highway_medium,15.337500000000077,23.100000000000186,6.999999999999972,15.400000000000077,7.667779584077886,2534,8,36,0,4,0
ai,3,1,A1,highway_medium,15.800000000000082,23.500000000000192,8.099999999999973,15.800000000000082,7.600657866264054,2871,8,64,0,4,0
ai,4,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,2367,8,100,0,4,0
ai,5,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,4414,8,120,0,4,0
ai,6,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,4930,8,120,0,4,0
ai,7,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,12467,8,120,0,4,0
ai,8,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,13043,8,120,0,4,0
ai,9,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,4545,8,120,0,4,0
ai,10,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,10341,8,120,0,4,0
ai,11,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,10677,8,120,0,4,0
ai,12,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,11943,8,120,0,4,0
ai,13,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,9866,8,120,0,4,0
ai,14,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,10366,8,120,0,4,0
ai,15,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,10493,8,120,0,4,0
ai,16,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,13890,8,120,0,4,0
ai,17,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,12763,8,120,0,4,0
ai,18,1,A1,highway_medium,15.887500000000088,23.700000000000195,8.499999999999979,15.85000000000009,7.290994016593457,16507,8,120,0,4,0
