intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,emergency_preemption_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,106,0,0,16.921655191187874,0.0,70.0,2.747812302556844,7.583961955056889,suburban,high,67,14,0.0,0.0,0,,
T1,1,traditional,153,0,0,17.799559227439683,0.0,70.0,4.080588071565124,11.262423077519742,suburban,high,84,19,0.0,0.0,0,,
T1,2,traditional,140,0,0,17.92507854110615,0.0,70.0,3.787427517487993,10.45329994826686,suburban,high,104,14,0.0,0.0,0,,
T1,3,traditional,124,0,0,19.799367120837573,0.0,70.0,3.3861765906161443,9.345847390100557,suburban,high,83,13,0.0,0.0,0,,
T1,4,traditional,146,0,0,17.04428661305119,0.0,70.0,3.8424336377946404,10.605116840313206,suburban,high,98,20,0.0,0.0,0,,
T1,5,traditional,202,0,0,20.29424740113269,0.0,70.0,5.64421166810282,15.57802420396378,suburban,high,126,23,0.0,0.0,0,,
T1,6,traditional,291,0,0,29.13368058605256,0.0,100.0,9.117536565418565,25.164400920555234,suburban,high,180,33,0.0,0.0,0,,
T1,7,traditional,890,0,0,44.23143693778134,0.0,130.0,42.679103634351655,117.79432603081055,suburban,high,661,108,0.0,0.0,0,,
T1,8,traditional,830,0,0,43.11498117173628,0.0,130.0,39.10821601152628,107.93867619181252,suburban,high,561,84,0.0,0.0,0,,
T1,9,traditional,261,0,0,36.0464377309596,0.0,100.0,10.552502828779598,29.124907807431686,suburban,high,167,30,0.0,0.0,0,,
T1,10,traditional,510,0,0,31.842921737434654,0.0,110.00000000000001,16.999063728410253,46.91741589041229,suburban,high,314,52,0.0,0.0,0,,
T1,11,traditional,537,0,0,30.775289721687106,0.0,110.00000000000001,17.722677027155445,48.914588594949024,suburban,high,362,61,0.0,0.0,0,,
T1,12,traditional,560,0,0,32.382661609270876,0.0,110.00000000000001,18.89293808761548,52.144509121818714,suburban,high,379,78,0.0,0.0,0,,
T1,13,traditional,464,0,0,30.371413240605687,0.0,110.00000000000001,15.100723690729378,41.677997386413075,suburban,high,310,69,0.0,0.0,0,,
T1,14,traditional,524,0,0,31.681244357137874,0.0,110.00000000000001,17.427716873828505,48.100498571766664,suburban,high,343,76,0.0,0.0,0,,
T1,15,traditional,445,0,0,30.117968130468412,0.0,100.0,14.396664635894052,39.734794395067574,suburban,high,270,65,0.0,0.0,0,,
T1,16,traditional,747,0,0,44.86092955118281,0.0,140.0,35.23147760350916,97.23887818568528,suburban,high,394,83,0.0,0.0,0,,
T1,17,traditional,748,0,0,44.912426960152864,0.0,140.0,35.251569238637124,97.29433109863845,suburban,high,455,108,0.0,0.0,0,,
T1,18,traditional,590,0,0,44.651934315950605,0.0,140.0,27.230013933578693,75.15483845667718,suburban,high,307,82,0.0,0.0,0,,
T1,19,traditional,270,0,0,36.0813031292953,0.0,90.0,9.081944108820212,25.06616574034378,suburban,high,184,37,0.0,0.0,0,,
T1,20,traditional,296,0,0,27.9099769425071,0.0,90.0,9.113734600215146,25.1539074965938,suburban,high,170,37,0.0,0.0,0,,
T1,21,traditional,411,0,0,25.842770577679023,0.0,90.0,12.669183525826638,34.966946531281515,suburban,high,277,55,0.0,0.0,0,,
T1,22,traditional,151,0,0,19.84329182377898,0.0,70.0,4.160426278610393,11.482776528964681,suburban,high,94,20,0.0,0.0,0,,
T1,23,traditional,102,0,0,19.387774374770608,0.0,70.0,2.7564501646277892,7.607802454372697,suburban,high,62,13,0.0,0.0,0,,
