intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,emergency_preemption_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,3067,0,0,27.88182344019685,0.0,126.0,126.73604518469573,349.79148470976014,highway,medium,1787,360,0.0,0.0,0,,
T1,1,traditional,3386,0,0,28.701010026308413,0.0,126.0,144.89740163376354,399.9168285091873,highway,medium,2189,497,0.0,0.0,0,,
T1,2,traditional,3490,0,0,29.49815100735177,0.0,126.0,151.75728903368554,418.850117732972,highway,medium,1900,466,0.0,0.0,0,,
T1,3,traditional,2762,0,0,29.38970316526365,0.0,126.0,112.31778351315792,309.9970824963158,highway,medium,1665,337,0.0,0.0,0,,
T1,4,traditional,3483,0,0,30.30910038763109,0.0,126.0,152.19352316025245,420.0541239222967,highway,medium,1750,436,0.0,0.0,0,,
T1,5,traditional,6235,0,0,32.79548351433269,0.0,126.0,323.03194936315805,891.5681802423161,highway,medium,4006,899,0.0,0.0,0,,
T1,6,traditional,6710,0,0,37.27982992876214,0.0,180.0,357.65872741125804,987.138087655072,highway,medium,4267,792,0.0,0.0,0,,
T1,7,traditional,21287,0,0,44.057917838738156,0.0,180.0,1418.6059517794372,3915.3524269112463,highway,medium,11776,2494,0.0,0.0,0,,
T1,8,traditional,22982,0,0,44.36939291534188,0.0,180.0,1534.4303358989189,4235.027727081016,highway,medium,12648,2847,0.0,0.0,0,,
T1,9,traditional,6437,0,0,44.35797866470547,0.0,180.0,429.66364714828194,1185.871666129258,highway,medium,3438,878,0.0,0.0,0,,
T1,10,traditional,14280,0,0,37.04325903746341,0.0,180.0,760.0426538881426,2097.7177247312734,highway,medium,8524,2034,0.0,0.0,0,,
T1,11,traditional,11685,0,0,37.18875725966988,0.0,180.0,622.4031130525202,1717.8325920249556,highway,medium,6999,1721,0.0,0.0,0,,
T1,12,traditional,13206,0,0,37.260512274948425,0.0,180.0,703.6896410587915,1942.1834093222644,highway,medium,7290,1802,0.0,0.0,0,,
T1,13,traditional,16092,0,0,37.523169321316026,0.0,180.0,858.966152937722,2370.7465821081123,highway,medium,9406,2146,0.0,0.0,0,,
T1,14,traditional,13191,0,0,37.53576757843618,0.0,180.0,704.1719355386592,1943.5145420866993,highway,medium,6802,1357,0.0,0.0,0,,
T1,15,traditional,13110,0,0,37.20324128456083,0.0,180.0,698.4623827693955,1927.7561764435313,highway,medium,9652,1559,0.0,0.0,0,,
T1,16,traditional,16467,0,0,44.419042344610084,0.0,180.0,1099.722370180408,3035.233741697926,highway,medium,10661,2034,0.0,0.0,0,,
T1,17,traditional,19425,0,0,44.464178894425466,0.0,180.0,1297.6371248022524,3581.478464454216,highway,medium,12266,2803,0.0,0.0,0,,
T1,18,traditional,19853,0,0,44.25522049948284,0.0,180.0,1324.5418628243847,3655.7355413953014,highway,medium,12505,2700,0.0,0.0,0,,
T1,19,traditional,9343,0,0,44.50359465800618,0.0,162.0,520.1501053535711,1435.614290775856,highway,medium,5553,1298,0.0,0.0,0,,
T1,20,traditional,8190,0,0,37.093756448892606,0.0,162.0,436.04329555442206,1203.4794957302047,highway,medium,5757,988,0.0,0.0,0,,
T1,21,traditional,9122,0,0,37.4087872239981,0.0,162.0,486.5448382261507,1342.863753504176,highway,medium,5808,1200,0.0,0.0,0,,
T1,22,traditional,2968,0,0,30.73225138739366,0.0,126.0,124.27656639288861,343.00332324437255,highway,medium,2181,347,0.0,0.0,0,,
T1,23,traditional,3145,0,0,29.02379805955573,0.0,126.0,132.07817025041348,364.53574989114117,highway,medium,2331,359,0.0,0.0,0,,
T1,0,traditional,3751,0,0,28.60983448361498,0.0,126.0,165.6793229512513,457.2749313454535,highway,medium,2382,550,0.0,0.0,1,,
T1,1,traditional,2774,0,0,28.48691831199067,0.0,126.0,112.10444877398999,309.4082786162123,highway,medium,2041,406,0.0,0.0,1,,
T1,2,traditional,3681,0,0,28.913953863003076,0.0,126.0,161.97803890456427,447.0593873765974,highway,medium,2467,517,0.0,0.0,1,,
T1,3,traditional,3183,0,0,29.878354518254955,0.0,126.0,135.00153982008632,372.60424990343824,highway,medium,1964,457,0.0,0.0,1,,
T1,4,traditional,3426,0,0,31.409477633834364,0.0,126.0,150.1901684679355,414.5248649715019,highway,medium,1715,408,0.0,0.0,1,,
T1,5,traditional,6654,0,0,32.506796463547175,0.0,126.0,344.1254209560715,949.7861618387572,highway,medium,4029,697,0.0,0.0,1,,
T1,6,traditional,7151,0,0,37.60990411909984,0.0,180.0,381.8905687690161,1054.0179698024845,highway,medium,3883,745,0.0,0.0,1,,
T1,7,traditional,19313,0,0,44.32615649278656,0.0,180.0,1289.0527782697286,3557.7856680244504,highway,medium,13194,2076,0.0,0.0,1,,
T1,8,traditional,17474,0,0,44.11000355647378,0.0,180.0,1164.861936607953,3215.0189450379503,highway,medium,12671,2223,0.0,0.0,1,,
T1,9,traditional,6378,0,0,44.42048459262799,0.0,180.0,425.8155090413161,1175.2508049540322,highway,medium,3312,896,0.0,0.0,1,,
