intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,emergency_preemption_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,4833,0,0,28.959601252094508,0.0,126.0,233.8277983360265,645.364723407433,highway,high,3275,613,0.0,0.0,0,,
T1,1,traditional,4857,0,0,28.669938275962814,0.0,126.0,234.99904487735301,648.5973638614942,highway,high,2675,520,0.0,0.0,0,,
T1,2,traditional,5255,0,0,28.84099932360834,0.0,126.0,262.49838829218845,724.4955516864401,highway,high,2682,711,0.0,0.0,0,,
T1,3,traditional,5982,0,0,29.24059994869674,0.0,126.0,302.92071008874535,836.061159844937,highway,high,4047,613,0.0,0.0,0,,
T1,4,traditional,5173,0,0,31.100493240491545,0.0,126.0,260.61240071498685,719.2902259733636,highway,high,3231,581,0.0,0.0,0,,
T1,5,traditional,12381,0,0,32.38651866382896,0.0,126.0,639.8918833492069,1766.1015980438108,highway,high,7872,1562,0.0,0.0,0,,
T1,6,traditional,9735,0,0,37.16836141128639,0.0,180.0,518.4566352711224,1430.9403133482977,highway,high,7176,1178,0.0,0.0,0,,
T1,7,traditional,28101,0,0,44.355879408653834,0.0,180.0,1876.0944837077363,5178.020775033352,highway,high,14861,4108,0.0,0.0,0,,
T1,8,traditional,28775,0,0,44.31631053814637,0.0,180.0,1920.605337164801,5300.87073057485,highway,high,19898,3199,0.0,0.0,0,,
T1,9,traditional,9688,0,0,44.3807613388081,0.0,180.0,646.7397472693181,1785.0017024633178,highway,high,6761,1158,0.0,0.0,0,,
T1,10,traditional,20485,0,0,37.253940472025654,0.0,180.0,1091.639873317681,3012.926050356799,highway,high,14132,2596,0.0,0.0,0,,
T1,11,traditional,20425,0,0,37.42334157746068,0.0,180.0,1089.5839663966906,3007.2517472548657,highway,high,12179,2064,0.0,0.0,0,,
T1,12,traditional,17105,0,0,37.446732451663046,0.0,180.0,912.594974967054,2518.7621309090687,highway,high,11584,1724,0.0,0.0,0,,
T1,13,traditional,19201,0,0,37.43900951461041,0.0,180.0,1024.4135642845715,2827.3814374254175,highway,high,10158,2710,0.0,0.0,0,,
T1,14,traditional,21760,0,0,37.3422072986241,0.0,180.0,1160.30692216996,3202.447105189089,highway,high,13635,2539,0.0,0.0,0,,
T1,15,traditional,23162,0,0,37.35438175179607,0.0,180.0,1235.091407448065,3408.852284556659,highway,high,15941,2503,0.0,0.0,0,,
T1,16,traditional,24338,0,0,44.20884133289309,0.0,180.0,1623.3335305104774,4480.400544208917,highway,high,16278,2901,0.0,0.0,0,,
T1,17,traditional,23292,0,0,44.08234262154368,0.0,180.0,1552.4816175264646,4284.8492643730415,highway,high,13932,3414,0.0,0.0,0,,
T1,18,traditional,29618,0,0,44.58192631751853,0.0,180.0,1979.9203489124884,5464.580162998467,highway,high,21555,3912,0.0,0.0,0,,
