intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,emergency_preemption_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,318,1,0,16.906734680518227,4.291396300731034,70.0,8.681851080241948,23.961908981467772,suburban,high,216,36,0.0,0.0,0,,
T1,1,traditional,186,0,0,14.673492650344176,0.0,70.0,4.803893313311673,13.258745544740217,suburban,high,125,20,0.0,0.0,0,,
T1,2,traditional,164,0,0,17.412917117689613,0.0,70.0,4.391615871442155,12.120859805180345,suburban,high,95,22,0.0,0.0,0,,
T1,3,traditional,257,0,0,18.150381212955924,0.0,70.0,7.064053802918851,19.496788496056027,suburban,high,157,27,0.0,0.0,0,,
T1,4,traditional,222,0,0,17.926984041808932,0.0,70.0,6.054214120779113,16.70963097335035,suburban,high,165,32,0.0,0.0,0,,
T1,5,traditional,489,0,0,19.84206236099896,0.0,70.0,14.231522239155618,39.2790013800695,suburban,high,363,67,0.0,0.0,0,,
T1,6,traditional,535,0,0,28.97579063850325,0.0,100.0,17.336237941908497,47.84801671966744,suburban,high,328,78,0.0,0.0,0,,
T1,7,traditional,1007,0,0,44.51703379130382,0.0,130.0,49.098268574345525,135.51122126519363,suburban,high,718,107,0.0,0.0,0,,
T1,8,traditional,1032,0,0,44.29020803356488,0.0,130.0,50.41234831514051,139.1380813497878,suburban,high,760,133,0.0,0.0,0,,
T1,9,traditional,537,0,0,36.88019390575592,0.0,100.0,22.876020315776486,63.13781607154309,suburban,high,270,60,0.0,0.0,0,,
T1,10,traditional,743,0,0,31.999547560902865,0.0,110.00000000000001,25.514501623484932,70.42002448081841,suburban,high,515,103,0.0,0.0,0,,
T1,11,traditional,903,0,0,31.81837202579259,0.0,110.00000000000001,31.62832108466685,87.2941661936805,suburban,high,505,109,0.0,0.0,0,,
T1,12,traditional,854,0,0,32.31521648904235,0.0,110.00000000000001,29.890817475572078,82.49865623257894,suburban,high,452,112,0.0,0.0,0,,
T1,13,traditional,948,0,0,32.01435745785079,0.0,110.00000000000001,33.45119952684945,92.32531069410447,suburban,high,483,103,0.0,0.0,0,,
T1,14,traditional,1031,0,0,31.24254567840923,0.0,110.00000000000001,36.57202238720241,100.93878178867864,suburban,high,751,112,0.0,0.0,0,,
T1,15,traditional,933,0,0,30.139216380983168,0.0,100.0,32.293180311418986,89.12917765951639,suburban,high,480,109,0.0,0.0,0,,
T1,16,traditional,797,0,0,44.407098137263766,0.0,140.0,37.71266311323809,104.0869501925371,suburban,high,458,94,0.0,0.0,0,,
T1,17,traditional,952,0,0,44.34188266529681,0.0,140.0,46.02015242348425,127.01562068881651,suburban,high,667,134,0.0,0.0,0,,
T1,18,traditional,1966,0,0,45.112912278494626,0.0,140.0,108.6991738130207,300.0097197239371,suburban,high,1218,268,0.0,0.0,0,,
T1,19,traditional,92,0,0,33.33770777001851,0.0,90.0,2.8964910143787215,7.9943151996852695,suburban,high,57,11,0.0,0.0,0,,
T1,20,traditional,425,0,0,26.52208256400918,0.0,90.0,13.206238816098063,36.44921913243065,suburban,high,314,60,0.0,0.0,0,,
T1,21,traditional,352,0,0,25.05430154367642,0.0,90.0,10.652453181458323,29.40077078082497,suburban,high,203,49,0.0,0.0,0,,
T1,22,traditional,139,0,0,17.943665595955288,0.0,70.0,3.682747768538191,10.164383841165407,suburban,high,98,16,0.0,0.0,0,,
T1,23,traditional,173,0,0,19.51649046142955,0.0,70.0,4.734309793057111,13.066695028837625,suburban,high,109,23,0.0,0.0,0,,
T1,0,traditional,107,0,0,17.676126529044204,0.0,70.0,2.8264892032107385,7.801110200861637,suburban,high,76,15,0.0,0.0,1,,
T1,1,traditional,328,0,0,17.12662818482154,0.0,70.0,8.995568755938724,24.827769766390876,suburban,high,223,39,0.0,0.0,1,,
T1,2,traditional,151,0,0,18.71821523022702,0.0,70.0,4.104734987229571,11.329068564753614,suburban,high,89,22,0.0,0.0,1,,
T1,3,traditional,192,0,0,17.28557464981333,0.0,70.0,5.164953590872416,14.255271910807865,suburban,high,97,19,0.0,0.0,1,,
T1,4,traditional,239,0,0,18.663664676025483,0.0,70.0,6.551890439273964,18.08321761239614,suburban,high,150,27,0.0,0.0,1,,
T1,5,traditional,205,0,0,18.630484623378223,0.0,70.0,5.611003709126514,15.486370237189176,suburban,high,134,29,0.0,0.0,1,,
T1,6,traditional,553,0,0,28.3071010233921,0.0,100.0,17.822231166557067,49.1893580196975,suburban,high,278,70,0.0,0.0,1,,
T1,7,traditional,2000,0,0,43.2251443630905,0.0,130.0,109.67431433556767,302.70110756616674,suburban,high,1412,252,0.0,0.0,1,,
T1,8,traditional,981,0,0,45.06814895831386,0.0,130.0,47.904700047742445,132.21697213176913,suburban,high,717,146,0.0,0.0,1,,
T1,9,traditional,265,0,0,36.91368752041297,0.0,100.0,10.78949415587989,29.779003870228493,suburban,high,188,31,0.0,0.0,1,,
T1,10,traditional,962,0,0,30.807024478200702,0.0,110.00000000000001,33.67272044414687,92.93670842584535,suburban,high,505,107,0.0,0.0,1,,
