intersection_id,hour,control_type,vehicle_count,wait_time,emergency_wait_time,fuel_consumption,emissions,cycle_time,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,ai_model_loss,ai_model_val_loss,day
T1,0,traditional,1934,51.08007325024996,15.0,86.38870034863905,238.43281296224376,126.0,highway,medium,405,190,0.0,0.0,,,0
T1,1,traditional,1986,50.78202841397602,15.0,88.85322114281243,245.2348903541623,126.0,highway,medium,409,199,0.0,0.0,,,0
T1,2,traditional,1995,50.574527127049414,15.0,89.23279989275167,246.28252770399456,126.0,highway,medium,411,173,0.0,0.0,,,0
T1,3,traditional,1894,50.28263729702552,15.0,83.81527599646289,231.33016175023752,126.0,highway,medium,393,170,0.0,0.0,,,0
T1,4,traditional,1939,48.92797344674695,15.0,85.20417863379896,235.1635330292851,126.0,highway,medium,393,218,0.0,0.0,,,0
T1,5,traditional,3894,50.54409491262985,15.0,202.27361099143098,558.2751663363495,126.0,highway,medium,741,422,0.0,0.0,,,0
T1,6,traditional,4254,71.98805769098092,15.0,256.8865068301893,768.090655422266,180.0,highway,medium,811,407,0.0,0.0,,,0
T1,7,traditional,11451,72.99243239669704,15.0,894.3022869731036,2673.9638380495794,180.0,highway,medium,2347,1167,0.0,0.0,,,0
T1,8,traditional,11158,72.6705998247366,15.0,869.8707349617633,2600.9134975356724,180.0,highway,medium,2105,1174,0.0,0.0,,,0
T1,9,traditional,4309,73.16103390978007,15.0,332.12244468499154,993.0461096081245,180.0,highway,medium,804,417,0.0,0.0,,,0
T1,10,traditional,7462,73.02215886659077,15.0,485.6742062374899,1452.1658766500948,180.0,highway,medium,1530,740,0.0,0.0,,,0
T1,11,traditional,8025,72.53719608771891,15.0,521.0203609412578,1557.8508792143605,180.0,highway,medium,1597,849,0.0,0.0,,,0
T1,12,traditional,8400,71.35289552890568,15.0,542.1902264061265,1621.148776954318,180.0,highway,medium,1749,889,0.0,0.0,,,0
T1,13,traditional,7698,71.44920022677918,15.0,496.9552439759058,1485.896179487958,180.0,highway,medium,1548,755,0.0,0.0,,,0
T1,14,traditional,8248,71.76697416720171,15.0,533.3379367089558,1594.6804307597777,180.0,highway,medium,1745,763,0.0,0.0,,,0
T1,15,traditional,6210,72.52661526447586,15.0,403.2387926614904,1205.6839900578561,180.0,highway,medium,1189,620,0.0,0.0,,,0
T1,16,traditional,9925,72.27334566796003,15.0,772.2445664713825,2309.0112537494338,180.0,highway,medium,1907,980,0.0,0.0,,,0
T1,17,traditional,11254,71.49607631171551,15.0,872.2242357311093,2607.9504648360166,180.0,highway,medium,2238,1114,0.0,0.0,,,0
T1,18,traditional,10056,71.16838327165803,15.0,777.9621441134595,2326.106810899244,180.0,highway,medium,1959,1001,0.0,0.0,,,0
T1,19,traditional,5309,64.66519244911943,15.0,328.94892505284537,983.5572859080075,162.0,highway,medium,1093,523,0.0,0.0,,,0
