intersection_id,control_type,hour,vehicle_count,emergency_vehicle_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,emergency_preemption_count,intersection_type,vehicles_simulated,vehicles_waited,wait_time_max,wait_time_min,wait_time_median,wait_time_std,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits,day
T1,traditional,0,829,43,0.0,0.0,159.0971628967552,19.53483611111111,44.930123055555555,0,highway_low,8,0,0.0,inf,0.0,0.0,0,0,0,0,0
T1,traditional,1,771,43,1.6857142857142797,0.0,161.95036079464265,18.467087222222226,42.47430061111112,0,highway_low,16,7,2.199999999999992,1.2999999999999954,1.2999999999999954,0.4453844933748526,7,3,0,0,0
T1,traditional,2,829,47,7.046666666666681,0.0,157.44502263019214,21.456109777777783,49.349052488888894,0,highway_low,24,15,12.300000000000031,1.2999999999999954,11.400000000000034,5.033999955855756,18,9,2,0,0
T1,traditional,3,898,37,20.039130434782727,0.0,149.5491279362923,27.328931561996818,75.42785111111121,0,highway_low,32,23,27.300000000000157,11.400000000000034,22.400000000000176,6.331133501812305,33,9,13,0,0
T1,traditional,4,828,38,28.712903225806723,0.0,136.11876227580382,27.335794838709752,75.44679375483891,0,highway_low,40,31,37.400000000000375,21.500000000000178,26.400000000000162,5.597104201482092,52,9,25,0,0
T1,traditional,5,1505,73,39.364102564103,0.0,137.90190421158152,58.940147635327854,162.67480747350484,0,highway_low,48,39,52.40000000000052,25.100000000000342,37.400000000000375,9.559033509226113,75,9,44,0,0
T1,traditional,6,1567,67,39.364102564103,0.0,146.01975835106404,61.7375379772082,170.3956048170946,0,highway_low,56,39,52.40000000000052,25.100000000000342,37.400000000000375,9.559033509226113,75,9,44,0,0
T1,traditional,7,4895,247,33.1483870967746,0.0,140.15261389770416,304.99160748387175,841.7768366554859,0,highway_low,64,31,52.40000000000052,1.6000000000001435,42.40000000000046,20.071997360594455,102,9,48,0,0
T1,traditional,8,5466,267,8.097142857142947,0.0,163.0561927706054,286.318492457143,658.5325326514288,0,highway_low,72,35,17.500000000000114,1.6000000000001435,6.800000000000061,6.074183576617458,137,13,63,0,0
T1,traditional,9,1432,69,10.540000000000067,0.0,144.43235695240637,52.36790253333337,144.5354109920001,0,highway_low,80,35,17.500000000000114,1.8999999999999932,12.60000000000013,5.189395780958416,176,13,47,0,0
T1,traditional,10,2962,139,27.56170212765977,0.0,140.50541501555387,120.91649254531146,333.72951942505955,0,highway_low,88,47,42.60000000000029,12.000000000000043,27.700000000000166,10.23578522783781,219,13,90,0,0
T1,traditional,11,2410,111,31.416363636363904,0.0,158.0756533094473,96.43970251851871,266.1735789511116,0,highway_low,96,55,42.60000000000029,15.300000000000129,32.600000000000236,7.727324919609894,266,13,102,0,0
