control_type,hour,day,intersection_id,intersection_type,wait_time,wait_time_max,wait_time_min,wait_time_median,wait_time_std,vehicle_count,vehicles_waited,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits
traditional,0,0,T1,highway_low,0.0,0.0,inf,0.0,0.0,1616,0,0,0,0,0
traditional,1,0,T1,highway_low,1.7285714285714224,2.199999999999992,1.2999999999999954,1.999999999999993,0.3768830273792249,1795,7,7,4,0,0
traditional,2,0,T1,highway_low,7.053333333333348,12.300000000000031,1.2999999999999954,11.400000000000034,4.996380912442766,1830,15,18,11,1,0
traditional,3,0,T1,highway_low,20.03478260869577,27.300000000000157,11.400000000000034,22.200000000000173,6.357030253852341,1748,23,33,11,12,0
traditional,4,0,T1,highway_low,28.853333333333595,37.400000000000375,21.500000000000178,27.100000000000158,5.660667412554497,1932,30,51,11,23,0
traditional,5,0,T1,highway_low,39.75526315789517,52.40000000000052,25.100000000000342,39.55000000000042,9.389767593346766,3424,38,74,11,42,0
traditional,6,0,T1,highway_low,39.75526315789517,52.40000000000052,25.100000000000342,39.55000000000042,9.389767593346766,3172,38,74,11,42,0
traditional,7,0,T1,highway_low,33.14516129032298,52.40000000000052,1.6000000000001435,42.40000000000046,20.087355013181917,10585,31,100,11,47,0
traditional,8,0,T1,highway_low,8.250000000000092,17.500000000000114,1.6000000000001435,7.150000000000059,6.110802873985229,9601,34,134,15,62,0
traditional,9,0,T1,highway_low,10.752941176470657,17.500000000000114,1.8999999999999932,12.550000000000082,5.0953978828719055,3788,34,171,13,48,0
traditional,10,0,T1,highway_low,27.52173913043498,42.60000000000029,12.000000000000043,27.35000000000017,10.381273127995227,7135,46,213,13,90,0
traditional,11,0,T1,highway_low,31.543396226415364,42.60000000000029,15.300000000000129,32.20000000000033,7.8211737147929306,5927,53,257,13,101,0
traditional,12,0,T1,highway_low,45.82343750000049,67.70000000000064,15.300000000000129,47.90000000000054,14.867316736169906,6892,64,306,13,154,0
traditional,13,0,T1,highway_low,45.82343750000049,67.70000000000064,15.300000000000129,47.90000000000054,14.867316736169906,6231,64,306,13,154,0
traditional,14,0,T1,highway_low,42.95614035087766,67.70000000000064,2.200000000000152,49.100000000000534,21.348741838468435,6860,57,356,13,159,0
traditional,15,0,T1,highway_low,15.20175438596505,32.80000000000023,2.200000000000152,14.200000000000124,10.705261720344753,6291,57,416,16,186,0
traditional,16,0,T1,highway_low,16.640350877193107,32.80000000000023,2.499999999999991,14.200000000000124,9.56352463193663,10587,57,478,15,171,0
traditional,17,0,T1,highway_low,33.87083333333358,57.90000000000042,5.499999999999904,32.85000000000025,15.417184112937957,8469,72,546,15,253,0
traditional,18,0,T1,highway_low,35.920000000000286,57.90000000000042,5.499999999999904,37.70000000000041,13.107787761479926,9388,80,616,15,265,0
traditional,19,0,T1,highway_low,52.35000000000054,83.00000000000077,15.300000000000132,53.05000000000054,19.06427058776403,4661,92,692,15,345,0
traditional,20,0,T1,highway_low,52.35000000000054,83.00000000000077,15.300000000000132,53.05000000000054,19.06427058776403,4774,92,692,15,345,0
traditional,21,0,T1,highway_low,51.225000000000534,83.00000000000077,2.8000000000001535,54.55000000000058,23.560615214499894,4513,84,769,15,349,0
