intersection_id,control_type,hour,vehicle_count,emergency_vehicle_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,emergency_preemption_count,intersection_type,day
T1,traditional,0,72,3,21.572938015436723,2.0342904325553843,95.98675682417674,1.9769281026604475,5.456321563342835,0,suburban_low,0
T1,traditional,1,49,1,24.777628383170963,2.4420781034473404,99.50569009933193,1.3331488328433574,3.679490778647666,0,suburban_low,0
T1,traditional,2,42,0,24.2453079466501,0.0,106.51354153588477,1.1688927252157773,3.2261439215955448,0,suburban_low,0
T1,traditional,3,56,6,22.59611708224983,1.8170378094480533,109.34234288598086,1.5074481331683762,4.160556847544718,0,suburban_low,0
T1,traditional,4,51,5,20.445094193518358,4.238864925935572,92.35587625114518,1.3739607208597198,3.792131589572826,0,suburban_low,0
T1,traditional,5,90,3,22.236997572659398,2.6363441024073393,90.1226342043889,2.542338827907984,7.016855165026035,0,suburban_low,0
T1,traditional,6,92,4,30.080878225324312,3.9881372049592545,100.93537300373269,2.7989489695151297,7.7250991558617566,0,suburban_low,0
T1,traditional,7,289,17,32.218486545905414,4.288102670018459,90.26188646548896,11.232038465112918,31.00042616371165,0,suburban_low,0
T1,traditional,8,252,12,39.52787794030433,4.0820238830313675,95.76763756210664,10.50760787947222,29.000997747343323,0,suburban_low,0
T1,traditional,9,102,2,32.449374573112635,4.403565130903178,90.68948253843675,3.8401316454671943,10.598763341489455,0,suburban_low,0
T1,traditional,10,219,15,23.552896500924565,3.7742906137655585,90.46193582790634,6.3260924986743,17.460015296341066,0,suburban_low,0
T1,traditional,11,206,13,30.12613457685949,2.1511977448284854,99.89787910685298,6.3838632701694475,17.619462625667673,0,suburban_low,0
T1,traditional,12,252,9,30.335256833902058,2.6933227396209554,103.53754820820731,7.938082503005395,21.909107708294886,0,suburban_low,0
T1,traditional,13,220,11,28.776248960187814,2.0074518254476708,98.16055168656041,6.8196445633985245,18.822218994979924,0,suburban_low,0
T1,traditional,14,238,12,33.12177419953712,4.384178171739779,102.59407239845986,7.653750744192925,21.12435205397247,0,suburban_low,0
T1,traditional,15,269,16,34.22692859338998,2.5452404419487555,108.51917246716458,8.787923454707087,24.254668734991558,0,suburban_low,0
T1,traditional,16,323,11,39.59849331697799,5.662684397636676,92.3811144121136,13.599392621122544,37.53432363429822,0,suburban_low,0
T1,traditional,17,330,21,35.290515380782054,2.9014120722147982,100.53671368483892,13.444148549960598,37.10584999789125,0,suburban_low,0
T1,traditional,18,328,18,35.17113775678958,5.225940957155502,92.34960846238633,13.236939434095039,36.5339528381023,0,suburban_low,0
T1,traditional,19,103,8,34.374145250731964,6.0971070583566815,90.34674878552893,3.2552058851423933,8.984368242993005,0,suburban_low,0
T1,traditional,20,115,9,31.24161522384876,1.9715533193250985,109.3083896780884,3.554415156799803,9.810185832767456,0,suburban_low,0
T1,traditional,21,143,12,25.047085894750698,2.5957439830824747,95.33834848172565,4.140116028700058,11.426720239212159,0,suburban_low,0
T1,traditional,22,41,1,32.449575744066614,2.7208928281260767,107.62862503779895,1.2558055109327904,3.466023210174501,0,suburban_low,0
T1,traditional,23,47,5,21.315960865858585,3.889159168327964,93.5202970160065,1.2594527463212124,3.4760895798465454,0,suburban_low,0
T1,traditional,0,56,4,28.949896258790716,3.3965476088749535,96.44631299236484,1.619592335634323,4.470074846350731,0,suburban_low,1
T1,traditional,1,49,2,36.05855306365483,4.256206996423756,91.53728111898035,1.5051829342207361,4.154304898449231,0,suburban_low,1
T1,traditional,2,42,4,21.943771670535504,2.2574632238376258,104.23105581465582,1.137937062302036,3.140706291953619,0,suburban_low,1
T1,traditional,3,53,2,28.632344688107484,2.26928123866877,101.39004357034456,1.5318406624146894,4.227880228264542,0,suburban_low,1
T1,traditional,4,46,6,27.993111456507524,3.732234376870425,100.3996546848573,1.3007989271786606,3.590205039013103,0,suburban_low,1
T1,traditional,5,109,10,30.0830014072393,2.4466004071705534,96.92291662185042,3.2820925326570705,9.058575390133514,0,suburban_low,1
T1,traditional,6,124,1,32.96404743180359,4.61175176185922,108.02749943843979,3.9193461432102676,10.817395355260336,0,suburban_low,1
T1,traditional,7,430,22,43.21745359238424,4.45623994894824,106.66734067080661,19.150011997711186,52.85403311368287,0,suburban_low,1
T1,traditional,8,290,12,45.193201770574305,4.816317352844528,93.86994171618109,12.875683291332752,35.536885884078394,0,suburban_low,1
T1,traditional,9,108,4,45.31983535522097,6.67364751901117,106.71371974226199,4.5592059244340275,12.583408351437914,0,suburban_low,1
T1,traditional,10,234,15,27.52309958324269,2.3640820820852335,94.11284345200606,7.131814047993039,19.683806772460787,0,suburban_low,1
T1,traditional,11,207,5,27.58129000935789,2.2781474332677605,92.67688540425634,6.273671462634465,17.315333236871123,0,suburban_low,1
T1,traditional,12,191,3,30.101263828130712,3.210082716950271,105.17907848663532,5.9476703531349076,16.415570174652345,0,suburban_low,1
T1,traditional,13,245,12,31.13675855729194,3.236759233883877,96.35044820537549,7.763516327856186,21.427305064883072,0,suburban_low,1
T1,traditional,14,226,11,28.8798693790917,4.690920924209532,99.89553604476225,6.93990814448579,19.154146478780778,0,suburban_low,1
T1,traditional,15,230,14,31.3965807487924,2.9886460055821984,94.70558562637777,7.338989367722232,20.255610654913358,0,suburban_low,1
T1,traditional,16,201,9,40.87895441411951,5.590934387804362,94.9847494545142,8.421325189598265,23.24285752329121,0,suburban_low,1
T1,traditional,17,289,14,45.960258503666196,5.775039294537854,106.89752139737672,12.789530898805525,35.299105280703245,0,suburban_low,1
T1,traditional,18,261,19,33.85002114678758,3.211477920588701,96.70782804464217,10.326359777273248,28.50075298527416,0,suburban_low,1
T1,traditional,19,149,8,33.28779530862251,4.779943452181188,102.80865228671941,4.700303901418814,12.972838767915926,0,suburban_low,1
T1,traditional,20,115,4,29.10495610583667,2.3647622961340993,109.91965960599204,3.4743972728302497,9.589336473011489,0,suburban_low,1
T1,traditional,21,75,0,31.33805420869219,0.0,102.12541583166251,2.290031147894119,6.320485968187768,0,suburban_low,1
T1,traditional,22,58,5,28.223503531222125,2.6813201657813956,102.28204333565263,1.6661190035102538,4.5984884496883,0,suburban_low,1
T1,traditional,23,44,2,37.563286086086464,4.494445169821262,108.28652599037983,1.4131978893693748,3.9004261746594744,0,suburban_low,1
T1,traditional,0,58,2,27.58858870520449,2.122764932033705,95.43446007496394,1.6545000621941313,4.5664201716558015,0,suburban_low,2
T1,traditional,1,55,5,23.663895301710767,3.074947255272446,105.77499279126997,1.5260510854085283,4.211900995727538,0,suburban_low,2
T1,traditional,2,43,4,25.783552346718505,3.1668077194521937,101.0747154393997,1.1897676679522529,3.2837587635482177,0,suburban_low,2
T1,traditional,3,48,2,26.035705058603032,3.249122579523825,102.89323193036626,1.3304555758790455,3.672057389426165,0,suburban_low,2
T1,traditional,4,46,3,30.48496799467405,4.482959030429084,101.21348074075385,1.3365570685013504,3.6888975090637266,0,suburban_low,2
T1,traditional,5,84,4,27.507980070634165,3.0807147846648624,91.2648675280207,2.477607855928312,6.838197682362141,0,suburban_low,2
T1,traditional,6,127,5,25.68345712822441,3.85336764774311,92.41742115197466,3.7058262362196013,10.228080411966099,0,suburban_low,2
T1,traditional,7,283,20,38.410420228367535,4.471613482385415,93.51620236993185,11.6976433209899,32.28549556593212,0,suburban_low,2
T1,traditional,8,293,17,40.98057535361198,5.394047346971116,90.20661510645475,12.429313046214885,34.30490400755308,0,suburban_low,2
T1,traditional,9,116,6,40.278836200727234,5.6365428360878465,97.66561045832741,4.686434898860681,12.934560320855478,0,suburban_low,2
T1,traditional,10,212,15,32.86205881874251,4.145132277645745,96.0860978517056,6.809076190843542,18.793050286728175,0,suburban_low,2
T1,traditional,11,187,9,27.682474399582482,2.436805736097618,98.51610743791561,5.65207854436556,15.599736782448943,0,suburban_low,2
T1,traditional,12,209,11,29.07694284694771,4.1215794687440495,99.60328968006425,6.39991373851257,17.66376191829469,0,suburban_low,2
T1,traditional,13,225,12,30.7821254599608,2.9785171719345196,92.98769563115013,7.07918175267211,19.538541637375022,0,suburban_low,2
