intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,emergency_preemption_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,1589,0,0,28.541975058028974,0.0,126.0,57.023136658940075,157.3838571786746,highway,low,1099,190,0.0,0.0,0,,
T1,1,traditional,1604,0,0,28.500978825679475,0.0,126.0,57.688319552753725,159.21976196560024,highway,low,1195,213,0.0,0.0,0,,
T1,2,traditional,1495,0,0,28.172006289989394,0.0,126.0,52.97539274446572,146.21208397472537,highway,low,822,206,0.0,0.0,0,,
T1,3,traditional,1607,0,0,30.031443666028263,0.0,126.0,58.614431076483996,161.77582977109583,highway,low,1051,227,0.0,0.0,0,,
T1,4,traditional,1589,0,0,30.412032881724443,0.0,126.0,58.00201842675347,160.08557085783954,highway,low,980,224,0.0,0.0,0,,
T1,5,traditional,2231,0,0,33.25336136203635,0.0,126.0,89.07321621891514,245.84207676420573,highway,low,1489,305,0.0,0.0,0,,
T1,6,traditional,2557,0,0,37.274396395785466,0.0,180.0,108.62376607315848,299.80159436191735,highway,low,1290,301,0.0,0.0,0,,
T1,7,traditional,9017,0,0,44.56074871565854,0.0,180.0,602.6432202047469,1663.295287765101,highway,low,6321,1226,0.0,0.0,0,,
T1,8,traditional,8069,0,0,44.42001442959958,0.0,180.0,538.7392984913156,1486.9204638360309,highway,low,4953,851,0.0,0.0,0,,
T1,9,traditional,3391,0,0,43.87854121095329,0.0,180.0,205.1403208632321,566.1872855825205,highway,low,2332,383,0.0,0.0,0,,
T1,10,traditional,5614,0,0,36.91992698154498,0.0,180.0,298.5030887552176,823.8685249644005,highway,low,4057,573,0.0,0.0,0,,
T1,11,traditional,4777,0,0,37.59388334310188,0.0,180.0,243.74001835298685,672.7224506542436,highway,low,3149,484,0.0,0.0,0,,
T1,12,traditional,6884,0,0,37.717545403592055,0.0,180.0,367.85786087517863,1015.2876960154929,highway,low,4527,764,0.0,0.0,0,,
T1,13,traditional,5381,0,0,37.33468549945956,0.0,180.0,286.4759432283331,790.6736033101993,highway,low,3588,708,0.0,0.0,0,,
T1,14,traditional,6921,0,0,37.68948981972555,0.0,180.0,369.7877189523253,1020.6141043084177,highway,low,4498,946,0.0,0.0,0,,
T1,15,traditional,5457,0,0,37.87375532884205,0.0,180.0,291.85412171851436,805.5173759430995,highway,low,3475,744,0.0,0.0,0,,
T1,16,traditional,7225,0,0,44.32297757794299,0.0,180.0,482.1778773617059,1330.8109415183083,highway,low,3990,779,0.0,0.0,0,,
T1,17,traditional,7949,0,0,44.849485077055505,0.0,180.0,532.0758746919705,1468.5294141498387,highway,low,5766,862,0.0,0.0,0,,
T1,18,traditional,7893,0,0,44.07694743972357,0.0,180.0,525.9530007428018,1451.6302820501328,highway,low,4023,1027,0.0,0.0,0,,
T1,19,traditional,3508,0,0,44.03912412953958,0.0,162.0,169.48684397823658,467.78368937993287,highway,low,2283,393,0.0,0.0,0,,
T1,20,traditional,3902,0,0,36.729012127152565,0.0,162.0,185.0265375273438,510.67324357546886,highway,low,2010,505,0.0,0.0,0,,
