intersection_id,control_type,hour,vehicle_count,emergency_vehicle_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,emergency_preemption_count,intersection_type,vehicles_simulated,vehicles_waited,wait_time_max,wait_time_min,wait_time_median,wait_time_std,wait_episodes,red_light_waits,yellow_light_waits,congestion_waits,day
T1,traditional,0,4306,207,0.0,0.0,158.57170222159817,158.56728148148147,364.70474740740735,0,highway_high,8,0,0.0,inf,0.0,0.0,0,0,0,0,0
T1,traditional,1,3830,182,2.0428571428571356,0.0,147.05342355670243,136.78445788359787,314.60425313227506,0,highway_high,16,7,2.199999999999992,1.2999999999999954,2.199999999999992,0.31102201510110233,7,4,0,0,0
T1,traditional,2,3879,183,7.340000000000014,0.0,163.3599687263383,145.9277276666667,335.63377363333336,0,highway_high,24,15,12.300000000000031,1.2999999999999954,11.400000000000034,4.965856757230672,19,11,1,0,0
T1,traditional,3,3449,174,20.326086956521863,0.0,155.1959507414425,138.88206553945264,383.31450088888926,0,highway_high,32,23,27.300000000000157,11.400000000000034,22.400000000000176,6.364044201695567,34,11,12,0,0
T1,traditional,4,4337,205,28.836666666666932,0.0,142.03235863228082,201.51141066666705,556.171493440001,0,highway_high,40,30,37.400000000000375,22.200000000000173,27.300000000000157,5.641364098238094,53,11,24,0,0
T1,traditional,5,7467,406,39.752631578947806,0.0,135.7656130055184,404.0145831578958,1115.0802495157923,0,highway_high,48,38,52.40000000000052,25.100000000000342,39.55000000000042,9.716852881303646,76,11,43,0,0
T1,traditional,6,9094,460,39.752631578947806,0.0,142.1035272070075,492.08174631579084,1358.1456198315825,0,highway_high,56,38,52.40000000000052,25.100000000000342,39.55000000000042,9.716852881303646,76,11,43,0,0
T1,traditional,7,21047,1043,33.374193548387495,0.0,150.10890776456165,1313.5725290322612,3625.4601801290405,0,highway_high,64,31,52.40000000000052,1.6000000000001435,42.60000000000046,20.1065703872326,103,11,47,0,0
T1,traditional,8,18298,899,8.32285714285723,0.0,147.6744597717573,960.4311000000005,2208.9915300000007,0,highway_high,72,35,17.500000000000114,1.6000000000001435,6.800000000000061,6.137942219822359,138,15,62,0,0
T1,traditional,9,7819,385,10.711428571428637,0.0,151.53147299432908,417.70622794285737,1152.8691891222861,0,highway_high,80,35,17.500000000000114,1.8999999999999932,12.60000000000013,5.250239255967142,177,14,47,0,0
