intersection_id,hour,control_type,vehicle_count,emergency_vehicle_count,wait_time,emergency_wait_time,cycle_time,fuel_consumption,emissions,road_type,congestion_level,pedestrian_count,bicycle_count,avg_pedestrian_wait,avg_bicycle_wait,day,ai_model_loss,ai_model_val_loss
T1,0,traditional,195,0,29.07760736782225,0.0,70.0,5.9934218971021185,16.541844436001846,suburban,medium,134,19,0.0,0.0,0,,
T1,1,traditional,162,0,28.352563242368568,0.0,70.0,4.917723480007653,13.572916804821121,suburban,medium,90,23,0.0,0.0,0,,
T1,2,traditional,187,0,25.82503424025467,0.0,70.0,5.5384032066146975,15.285992850256562,suburban,medium,101,27,0.0,0.0,0,,
T1,3,traditional,158,0,27.69152669571336,0.0,70.0,4.7174042083789836,13.020035615125995,suburban,medium,92,20,0.0,0.0,0,,
T1,4,traditional,150,0,35.521135630353456,0.0,70.0,4.935796213702496,13.62279754981889,suburban,medium,109,21,0.0,0.0,0,,
T1,5,traditional,296,0,32.30207126581496,0.0,70.0,9.539108935427512,26.32794066177993,suburban,medium,159,38,0.0,0.0,0,,
T1,6,traditional,324,0,52.20420788918919,0.0,100.0,12.65102814019865,34.91683766694827,suburban,medium,229,35,0.0,0.0,0,,
T1,7,traditional,1180,0,87.51770277176429,0.0,130.0,79.05741615119003,236.38167429205814,suburban,medium,797,158,0.0,0.0,0,,
T1,8,traditional,984,0,100.90856988967822,0.0,130.0,69.78683665826718,208.66264160821888,suburban,medium,612,140,0.0,0.0,0,,
T1,9,traditional,340,0,65.73910652399577,0.0,100.0,17.97344930239079,53.740613414148456,suburban,medium,221,37,0.0,0.0,0,,
T1,10,traditional,461,0,59.04989130229605,0.0,110.00000000000001,19.359824610799652,53.43311592580704,suburban,medium,323,59,0.0,0.0,0,,
T1,11,traditional,523,0,59.04147434102427,0.0,110.00000000000001,22.06194958772724,60.89098086212718,suburban,medium,378,67,0.0,0.0,0,,
T1,12,traditional,705,0,63.78321843162653,0.0,110.00000000000001,31.486407492235436,94.14435840178395,suburban,medium,434,104,0.0,0.0,0,,
T1,13,traditional,648,0,60.95271710222761,0.0,110.00000000000001,28.11804874277448,84.07296574089568,suburban,medium,402,65,0.0,0.0,0,,
T1,14,traditional,431,0,57.92161337364458,0.0,110.00000000000001,17.878358048831277,49.344268214774324,suburban,medium,270,53,0.0,0.0,0,,
T1,15,traditional,610,0,62.23753257417243,0.0,100.0,26.728537529403134,79.91832721291537,suburban,medium,378,83,0.0,0.0,0,,
T1,16,traditional,1265,0,98.63800459344988,0.0,140.0,90.9168592182867,271.84140906267726,suburban,medium,891,166,0.0,0.0,0,,
T1,17,traditional,749,0,106.64465348319283,0.0,140.0,53.53340070428348,160.0648681058076,suburban,medium,427,93,0.0,0.0,0,,
T1,18,traditional,897,0,95.48200688443148,0.0,140.0,61.1525388412194,182.846091135246,suburban,medium,595,117,0.0,0.0,0,,
T1,19,traditional,325,0,58.45837518429461,0.0,90.0,13.349264884256783,36.84397108054872,suburban,medium,211,39,0.0,0.0,0,,
T1,20,traditional,345,0,47.59404701328325,0.0,90.0,12.974518562288988,35.809671231917605,suburban,medium,187,35,0.0,0.0,0,,
T1,21,traditional,391,0,45.6441683777486,0.0,90.0,14.56408113688291,40.19686393779683,suburban,medium,255,45,0.0,0.0,0,,
T1,22,traditional,172,0,31.498043477028247,0.0,70.0,5.408692527708319,14.927991376474958,suburban,medium,125,18,0.0,0.0,0,,
T1,23,traditional,137,0,30.874114338119067,0.0,70.0,4.2395562442472565,11.701175234122426,suburban,medium,90,20,0.0,0.0,0,,
T1,0,traditional,114,0,30.962789705867795,0.0,70.0,3.520335777058283,9.716126744680858,suburban,medium,78,14,0.0,0.0,1,,
T1,1,traditional,187,0,29.133051214254337,0.0,70.0,5.7408538454234765,15.844756613368792,suburban,medium,128,22,0.0,0.0,1,,
T1,2,traditional,163,0,28.86916199054505,0.0,70.0,4.945861265820637,13.650577093664957,suburban,medium,122,16,0.0,0.0,1,,
T1,3,traditional,152,0,32.163289624629755,0.0,70.0,4.794496992158663,13.23281169835791,suburban,medium,93,21,0.0,0.0,1,,
T1,4,traditional,152,0,29.203771622035035,0.0,70.0,4.647260971529576,12.826440281421627,suburban,medium,109,18,0.0,0.0,1,,
T1,5,traditional,309,0,31.728682512539738,0.0,70.0,9.912066701225474,27.357304095382304,suburban,medium,204,36,0.0,0.0,1,,
T1,6,traditional,306,0,50.447163423641335,0.0,100.0,11.695243416877679,32.27887183058239,suburban,medium,212,30,0.0,0.0,1,,
T1,7,traditional,948,0,89.31257993217055,0.0,130.0,62.573746726604654,187.0955027125479,suburban,medium,592,115,0.0,0.0,1,,
T1,8,traditional,958,0,101.80383551947155,0.0,130.0,68.02447680714725,203.39318565337027,suburban,medium,562,122,0.0,0.0,1,,
T1,9,traditional,339,0,66.10380413102041,0.0,100.0,17.81648768200406,53.271298169192136,suburban,medium,236,36,0.0,0.0,1,,
T1,10,traditional,534,0,62.32100236424643,0.0,110.00000000000001,23.171872215634522,69.28389792474722,suburban,medium,362,58,0.0,0.0,1,,
T1,11,traditional,579,0,58.73205290898212,0.0,110.00000000000001,24.497453193976284,67.61297081537454,suburban,medium,349,80,0.0,0.0,1,,
T1,12,traditional,522,0,63.00009752780605,0.0,110.00000000000001,22.73986676015347,67.99220161285886,suburban,medium,338,56,0.0,0.0,1,,
T1,13,traditional,563,0,60.43733123416156,0.0,110.00000000000001,24.11708036710382,72.11007029764042,suburban,medium,328,63,0.0,0.0,1,,
T1,14,traditional,457,0,58.89327121756602,0.0,110.00000000000001,19.134679775111284,52.81171617930714,suburban,medium,237,52,0.0,0.0,1,,
T1,15,traditional,658,0,57.322729068353254,0.0,100.0,27.798401853040367,76.7235891143914,suburban,medium,475,71,0.0,0.0,1,,
T1,16,traditional,953,0,100.81516280475844,0.0,140.0,67.28857919599155,201.19285179601474,suburban,medium,496,127,0.0,0.0,1,,
T1,17,traditional,794,0,106.58405880209627,0.0,140.0,57.087667739154064,170.69212654007063,suburban,medium,508,94,0.0,0.0,1,,
T1,18,traditional,671,0,98.64730001548253,0.0,140.0,45.604280840107826,136.3567997119224,suburban,medium,413,86,0.0,0.0,1,,
T1,19,traditional,417,0,54.187738012144955,0.0,90.0,16.73319554813174,46.1836197128436,suburban,medium,275,43,0.0,0.0,1,,
T1,20,traditional,482,0,48.236863277225275,0.0,90.0,18.56335835893179,51.23486907065174,suburban,medium,278,51,0.0,0.0,1,,
T1,21,traditional,375,0,48.92813813016154,0.0,90.0,14.323309691209076,39.532334747737046,suburban,medium,187,49,0.0,0.0,1,,
T1,22,traditional,147,0,34.21165685858612,0.0,70.0,4.7195061958788,13.025837100625488,suburban,medium,84,19,0.0,0.0,1,,
T1,23,traditional,133,0,26.958568814383298,0.0,70.0,3.9224711332295286,10.826020327713499,suburban,medium,73,15,0.0,0.0,1,,
T1,0,traditional,173,0,27.344869194336454,0.0,70.0,5.175438934656414,14.2842114596517,suburban,medium,99,21,0.0,0.0,2,,
T1,1,traditional,138,0,27.3369211928167,0.0,70.0,4.082060377318906,11.26648664140018,suburban,medium,97,16,0.0,0.0,2,,
T1,2,traditional,106,0,29.13230037041167,0.0,70.0,3.1648058354273365,8.734864105779447,suburban,medium,65,14,0.0,0.0,2,,
T1,3,traditional,160,0,28.883622430881918,0.0,70.0,4.921677486572787,13.583829862940892,suburban,medium,91,23,0.0,0.0,2,,
T1,4,traditional,114,0,36.65236225312884,0.0,70.0,3.7319878758163934,10.300286537253244,suburban,medium,69,15,0.0,0.0,2,,
T1,5,traditional,258,0,33.633883479976156,0.0,70.0,8.37047637736199,23.10251480151909,suburban,medium,157,26,0.0,0.0,2,,
T1,6,traditional,313,0,52.552935396938224,0.0,100.0,12.202372413844904,33.67854786221193,suburban,medium,192,45,0.0,0.0,2,,
T1,7,traditional,908,0,87.82696858847642,0.0,130.0,59.15603145708411,176.8765340566815,suburban,medium,594,106,0.0,0.0,2,,
T1,8,traditional,835,0,101.19116444307937,0.0,130.0,58.466267736082784,174.81414053088753,suburban,medium,449,120,0.0,0.0,2,,
T1,9,traditional,367,0,66.80614469047411,0.0,100.0,19.535810859605412,58.41207447022018,suburban,medium,236,39,0.0,0.0,2,,
T1,10,traditional,541,0,59.380296111692985,0.0,110.00000000000001,22.98242876710369,63.431503397206185,suburban,medium,320,71,0.0,0.0,2,,
T1,11,traditional,607,0,59.59370390256588,0.0,110.00000000000001,25.99079315084377,71.7345890963288,suburban,medium,379,66,0.0,0.0,2,,
T1,12,traditional,766,0,64.37921439706722,0.0,110.00000000000001,34.53432084511886,103.2576193269054,suburban,medium,570,83,0.0,0.0,2,,
T1,13,traditional,779,0,66.26900288000878,0.0,110.00000000000001,35.63900286549203,106.56061856782117,suburban,medium,580,87,0.0,0.0,2,,
T1,14,traditional,718,0,56.772057764028574,0.0,110.00000000000001,30.408765060309367,83.92819156645383,suburban,medium,366,75,0.0,0.0,2,,
T1,15,traditional,623,0,58.22630446440679,0.0,100.0,26.414364025089284,72.90364470924642,suburban,medium,312,69,0.0,0.0,2,,
T1,16,traditional,900,0,95.273616400696,0.0,140.0,61.40911688520805,183.61325948677205,suburban,medium,450,122,0.0,0.0,2,,
T1,17,traditional,694,0,106.73834736634925,0.0,140.0,49.47399944953693,147.92725835411542,suburban,medium,501,87,0.0,0.0,2,,
T1,18,traditional,762,0,97.17679235747205,0.0,140.0,51.79216526561203,154.85857414417995,suburban,medium,496,83,0.0,0.0,2,,
T1,19,traditional,389,0,56.50360237811431,0.0,90.0,15.800591900868447,43.609633646396915,suburban,medium,282,55,0.0,0.0,2,,
T1,20,traditional,388,0,50.952876471187864,0.0,90.0,15.062361442690651,41.5721175818262,suburban,medium,290,44,0.0,0.0,2,,
T1,21,traditional,453,0,45.19493037485269,0.0,90.0,16.89290589325934,46.62442026539577,suburban,medium,305,50,0.0,0.0,2,,
